Game Index,Bet Points Model 1,Bet Points Model 2
1,1,2
2,1,3
3,1,3
4,1,2
5,2,2
6,0,4
7,1,3
8,0,4
9,3,1
10,1,3
11,3,1
12,2,2
13,4,0
14,1,2
15,3,1
16,1,3
17,0,3
18,4,0
19,2,1
20,1,2
21,3,1
22,0,4
23,1,3
24,2,2
25,2,2
26,1,3
27,2,2
28,4,0
29,2,2
30,1,3
31,3,1
32,0,4
33,3,1
34,2,2
35,0,4
36,4,0
37,1,3
38,4,0
39,2,2
40,3,1
41,0,4
42,3,1
43,0,4
44,0,4
45,3,1
46,3,0
47,1,3
48,3,1
49,1,3
50,0,4
51,2,2
52,2,2
53,4,0
54,1,3
55,0,4
56,4,0
57,3,1
58,1,3
59,2,2
60,0,4
61,0,4
62,4,0
63,1,3
64,2,1
65,0,4
66,2,2
67,2,2
68,4,0
69,3,1
70,2,2
71,4,0
72,4,0
73,0,4
74,4,0
75,4,0
76,1,3
77,1,3
78,2,2
79,4,0
80,0,4
81,0,4
82,1,3
83,4,0
84,3,1
85,2,2
86,4,0
87,2,2
88,1,3
89,0,4
90,4,0
91,4,0
92,1,3
93,4,0
94,3,1
95,0,3
96,4,0
97,1,3
98,3,1
99,1,3
100,2,2
101,2,2
102,2,2
103,2,2
104,4,0
105,2,2
106,3,1
107,2,2
108,2,2
109,4,0
110,3,1
111,2,2
112,4,0
113,4,0
114,3,1
115,0,4
116,1,3
117,0,4
118,4,0
119,1,3
120,0,4
121,0,4
122,1,3
123,1,3
124,3,1
125,0,4
126,2,2
127,2,2
128,1,3
129,3,1
130,2,2
131,3,1
132,2,2
133,3,1
134,3,1
135,0,4
136,2,2
137,2,2
138,2,1
139,2,2
140,3,1
141,2,2
142,1,3
143,1,3
144,2,2
145,2,2
146,3,1
147,0,4
148,2,2
149,1,3
150,1,3
151,3,1
152,0,4
153,3,1
154,2,2
155,3,1
156,3,1
157,3,1
158,2,2
159,2,2
160,2,2
161,2,2
162,3,1
163,0,4
164,1,2
165,2,2
166,3,1
167,1,3
168,2,2
169,3,1
170,4,0
171,1,3
172,2,2
173,2,2
174,4,0
175,2,2
176,3,1
177,1,3
178,3,1
179,3,1
180,1,3
181,1,3
182,2,2
183,1,3
184,3,1
185,1,3
186,3,1
187,3,1
188,0,4
189,1,3
190,4,0
191,1,3
192,3,1
193,4,0
194,1,3
195,0,4
196,0,4
197,3,1
198,2,2
199,0,3
200,2,2
201,0,4
202,2,2
203,2,2
204,2,2
205,3,1
206,1,3
207,1,3
208,1,3
209,2,2
210,3,1
211,1,2
212,1,2
213,4,0
214,2,2
215,3,1
216,4,0
217,1,3
218,1,3
219,0,4
220,3,1
221,2,2
222,0,4
223,2,2
224,4,0
225,3,1
226,4,0
227,3,1
228,4,0
229,4,0
230,4,0
231,2,2
232,3,1
233,0,4
234,2,2
235,0,4
236,2,2
237,3,1
238,1,3
239,4,0
240,0,4
241,3,1
242,2,2
243,0,4
244,4,0
245,1,3
246,2,2
247,3,1
248,3,1
249,1,3
250,1,3
251,0,4
252,2,2
253,3,1
254,4,0
255,2,2
256,1,3
257,3,1
258,1,3
259,3,1
260,0,4
261,3,1
262,3,1
263,1,3
264,3,1
265,3,1
266,3,1
267,3,1
268,3,1
269,1,3
270,2,2
271,1,3
272,2,2
273,0,3
274,0,4
275,4,0
276,1,3
277,0,3
278,2,2
279,2,2
280,3,1
281,1,3
282,2,2
283,2,2
284,4,0
285,0,4
286,1,2
287,2,2
288,4,0
289,3,1
290,3,1
291,4,0
292,1,3
293,0,4
294,2,2
295,0,4
296,1,3
297,0,4
298,2,2
299,3,1
300,2,2
301,2,2
302,4,0
303,2,2
304,1,2
305,2,2
306,1,3
307,1,3
308,1,3
309,3,1
310,1,3
311,4,0
312,1,3
313,3,1
314,1,3
315,3,1
316,3,1
317,1,3
318,1,3
319,0,4
320,3,1
321,4,0
322,1,2
323,1,3
324,1,3
325,4,0
326,2,2
327,4,0
328,2,2
329,0,4
330,4,0
331,1,3
332,2,2
333,1,3
334,3,1
335,0,4
336,1,2
337,2,2
338,2,2
339,1,3
340,3,1
341,1,3
342,3,1
343,2,2
344,2,1
345,1,2
346,1,3
347,1,3
348,2,2
349,2,2
350,1,3
351,1,3
352,0,4
353,3,1
354,1,3
355,2,2
356,3,1
357,3,1
358,3,1
359,3,1
360,0,3
361,3,1
