Game Index,Bet Points Model 1,Bet Points Model 2
1,1,3
2,1,3
3,1,3
4,3,1
5,1,3
6,1,3
7,4,0
8,2,2
9,0,4
10,4,0
11,3,1
12,3,0
13,0,3
14,3,1
15,2,2
16,2,2
17,4,0
18,3,1
19,0,4
20,4,0
21,0,4
22,2,2
23,3,1
24,3,1
25,3,1
26,3,1
27,1,3
28,3,1
29,0,4
30,4,0
31,4,0
32,3,1
33,1,3
34,4,0
35,2,2
36,4,0
37,0,4
38,3,1
39,4,0
40,3,1
41,3,1
42,2,2
43,1,3
44,3,1
45,4,0
46,2,2
47,4,0
48,4,0
49,2,2
50,1,3
51,2,2
52,2,2
53,1,3
54,4,0
55,4,0
56,4,0
57,4,0
58,3,1
59,3,1
60,1,3
61,2,2
62,4,0
63,2,2
64,4,0
65,2,2
66,1,3
67,2,2
68,0,4
69,4,0
70,3,1
71,3,1
72,4,0
73,4,0
74,4,0
75,3,1
76,0,4
77,4,0
78,0,4
79,3,1
80,1,3
81,1,3
82,2,2
83,1,3
84,4,0
85,3,1
86,1,3
87,1,3
88,2,2
89,4,0
90,2,2
91,4,0
92,1,2
93,1,3
94,4,0
95,4,0
96,1,3
97,0,4
98,4,0
99,2,2
100,4,0
101,4,0
102,3,1
103,4,0
104,4,0
105,4,0
106,1,3
107,3,1
108,1,3
109,4,0
110,4,0
111,3,1
112,3,1
113,3,1
114,4,0
115,4,0
116,0,4
117,4,0
118,2,2
119,2,2
120,3,1
121,2,2
122,1,3
123,2,2
124,3,1
125,3,1
126,3,1
127,4,0
128,1,3
129,0,3
130,3,1
131,4,0
132,2,2
133,1,3
134,2,2
135,1,3
136,1,3
137,0,4
138,2,2
139,2,2
140,2,2
141,1,3
142,0,4
143,2,2
144,1,2
145,4,0
146,3,1
147,0,4
148,1,2
149,3,1
150,3,1
151,1,3
152,4,0
153,3,1
154,3,1
155,4,0
156,1,3
157,3,1
158,2,2
159,4,0
160,1,2
161,2,2
162,4,0
163,2,2
164,3,1
165,4,0
166,4,0
167,2,2
168,0,4
169,0,4
170,4,0
171,1,3
172,0,4
173,4,0
174,2,2
175,2,2
176,2,2
177,3,1
178,3,1
179,3,1
180,3,0
181,3,1
182,0,4
183,3,1
184,4,0
185,4,0
186,4,0
187,2,2
188,4,0
189,3,1
190,1,3
191,2,2
192,2,2
193,2,2
194,1,3
195,4,0
196,3,1
197,1,3
198,1,3
199,4,0
200,4,0
201,4,0
202,4,0
203,4,0
204,3,1
205,1,3
206,3,0
207,2,2
208,2,2
209,1,3
210,3,1
211,0,4
212,2,2
213,2,2
214,2,2
215,1,3
216,3,1
217,4,0
218,2,2
219,4,0
220,1,3
221,4,0
222,2,2
223,2,2
224,2,2
225,0,4
226,4,0
227,4,0
228,2,2
229,2,2
230,1,3
231,4,0
232,0,4
233,1,3
234,1,3
235,2,1
236,2,2
237,2,2
238,4,0
239,4,0
240,1,3
241,4,0
242,2,2
243,4,0
244,4,0
245,3,1
246,4,0
247,1,3
248,2,2
249,1,3
250,4,0
251,3,1
252,0,4
253,2,2
254,2,2
255,3,1
256,3,1
257,4,0
258,1,3
259,2,2
260,4,0
261,2,2
262,2,2
263,1,3
264,2,2
265,4,0
266,3,1
267,4,0
268,0,4
269,2,2
270,3,1
