Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,4,0
3,4,0
4,0,4
5,3,1
6,2,2
7,1,3
8,0,4
9,3,1
10,3,1
11,1,3
12,0,4
13,2,2
14,2,2
15,0,4
16,0,4
17,0,4
18,4,0
19,3,1
20,0,4
21,2,2
22,2,2
23,1,3
24,2,2
25,1,3
26,4,0
27,2,2
28,4,0
29,1,3
30,3,1
31,2,2
32,0,4
33,1,3
34,3,1
35,1,3
36,0,4
37,2,2
38,1,3
39,0,4
40,2,2
41,4,0
42,1,3
43,1,3
44,1,2
45,2,2
46,0,4
47,1,3
48,0,4
49,1,3
50,4,0
51,2,2
52,3,1
53,1,3
54,2,2
55,2,2
56,2,2
57,0,4
58,0,4
59,0,4
60,1,2
61,1,3
62,0,4
63,2,2
64,0,4
65,1,3
66,0,4
67,3,1
68,2,2
69,2,1
70,4,0
71,1,3
72,3,1
73,1,3
74,0,4
75,3,0
76,3,1
77,2,2
78,4,0
79,0,4
80,2,2
81,1,3
82,1,3
83,4,0
84,2,2
85,4,0
86,2,2
87,2,1
88,4,0
89,1,3
90,0,4
91,0,4
92,4,0
93,4,0
94,1,3
95,1,3
96,4,0
97,1,3
98,1,3
99,4,0
100,0,4
101,4,0
102,4,0
103,4,0
104,0,4
105,3,1
106,2,2
107,3,1
108,0,4
109,1,3
110,1,3
111,2,2
112,4,0
113,4,0
114,0,4
115,1,2
116,2,2
117,2,2
118,4,0
119,4,0
120,2,2
121,3,1
122,2,2
123,2,2
124,0,4
125,3,1
126,3,1
127,1,3
128,1,3
129,1,3
130,2,2
131,2,1
132,0,4
133,4,0
134,0,4
135,1,3
136,0,4
137,1,3
138,1,3
139,3,1
140,0,4
141,2,2
142,4,0
143,3,1
144,0,4
145,2,2
146,2,2
147,4,0
148,1,3
149,1,2
150,2,2
151,2,2
152,4,0
153,2,2
154,4,0
155,0,3
156,2,2
157,1,3
158,0,4
159,4,0
160,3,1
161,1,3
162,1,2
163,1,3
164,0,4
165,0,3
166,1,3
167,3,1
168,0,4
169,0,4
170,2,2
171,1,3
172,2,2
173,0,4
174,1,3
175,3,1
176,0,4
177,3,1
178,4,0
179,4,0
180,0,4
181,3,1
182,3,1
183,2,2
184,1,3
185,2,2
186,4,0
187,4,0
188,1,3
189,4,0
190,0,4
191,2,2
192,2,2
193,1,3
194,4,0
195,0,4
196,0,4
197,3,1
198,2,2
199,1,3
200,2,2
201,2,1
202,0,3
203,0,4
204,2,2
205,1,3
206,0,4
207,4,0
208,2,2
209,1,3
210,3,1
211,1,3
212,1,3
213,1,3
214,1,3
215,1,3
216,3,1
217,2,2
218,1,3
219,2,2
220,2,2
221,3,1
222,2,2
223,4,0
224,3,1
225,0,4
226,1,3
227,2,2
228,4,0
229,4,0
230,2,2
231,3,1
232,2,2
233,3,1
234,0,4
235,1,3
236,0,4
237,0,4
238,3,1
239,1,3
240,3,1
241,0,4
242,3,1
243,4,0
244,1,2
245,3,1
246,4,0
247,1,3
248,0,4
249,0,4
250,3,1
251,3,1
252,3,1
253,4,0
254,3,1
255,3,1
256,4,0
257,2,2
258,1,3
259,4,0
260,2,2
261,4,0
262,3,1
263,3,1
264,2,2
265,4,0
266,2,2
267,2,2
268,0,4
269,1,3
270,3,1
271,0,4
272,2,2
273,4,0
274,2,2
275,4,0
276,0,4
277,3,1
278,2,2
279,4,0
280,1,3
281,0,4
282,4,0
