Game Index,Bet Points Model 1,Bet Points Model 2
1,4,0
2,4,0
3,2,2
4,2,2
5,1,3
6,2,2
7,4,0
8,2,2
9,1,3
10,2,2
11,1,3
12,2,2
13,3,1
14,4,0
15,0,4
16,1,3
17,3,1
18,0,3
19,3,0
20,3,1
21,0,3
22,4,0
23,3,1
24,0,3
25,0,4
26,3,1
27,0,4
28,2,2
29,3,1
30,2,2
31,0,4
32,0,4
33,3,1
34,4,0
35,4,0
36,2,2
37,4,0
38,2,2
39,4,0
40,4,0
41,4,0
42,2,2
43,3,1
44,2,2
45,3,1
46,4,0
47,2,2
48,3,1
49,3,1
50,1,3
51,2,2
52,1,3
53,4,0
54,3,1
55,2,2
56,4,0
57,2,2
58,0,4
59,4,0
60,2,2
61,4,0
62,1,3
63,1,3
64,2,2
65,4,0
66,0,4
67,3,1
68,4,0
69,4,0
70,2,2
71,4,0
72,0,4
73,0,4
74,2,2
75,4,0
76,0,4
77,3,1
78,4,0
79,4,0
80,4,0
81,4,0
82,4,0
83,3,1
84,3,0
85,3,1
86,4,0
87,4,0
88,2,2
89,4,0
90,0,4
91,0,4
92,2,2
93,3,1
94,1,3
95,2,2
96,1,3
97,2,2
98,2,2
99,2,2
100,3,1
101,2,2
102,4,0
103,0,4
104,4,0
105,1,3
106,1,2
107,1,3
108,4,0
109,4,0
110,1,3
111,3,1
112,1,3
113,4,0
114,1,2
115,4,0
116,3,1
117,4,0
118,4,0
119,3,1
120,2,2
121,3,1
122,4,0
123,3,1
124,2,2
125,2,2
126,2,2
127,3,1
128,2,2
129,4,0
130,2,2
131,0,4
132,2,2
133,4,0
134,2,2
135,2,2
136,4,0
137,3,1
138,4,0
139,4,0
140,2,2
141,2,2
142,2,2
143,4,0
144,3,1
145,3,1
146,0,4
147,3,1
148,1,3
149,2,2
150,2,2
151,3,1
152,3,1
153,2,2
154,4,0
155,3,1
156,3,1
157,2,2
158,4,0
159,3,1
160,4,0
161,4,0
162,0,4
163,4,0
164,2,2
165,0,4
166,2,2
167,1,3
168,2,2
169,4,0
