Game Index,Bet Points Model 1,Bet Points Model 2
1,4,0
2,4,0
3,4,0
4,4,0
5,1,3
6,0,4
7,2,2
8,2,2
9,3,1
10,2,2
11,3,1
12,3,1
13,1,3
14,4,0
15,1,3
16,3,1
17,3,1
18,3,1
19,3,1
20,1,3
21,2,2
22,1,3
23,4,0
24,2,2
25,2,2
26,4,0
27,4,0
28,2,2
29,4,0
30,4,0
31,2,2
32,3,1
33,0,4
34,3,1
35,3,1
36,2,2
37,1,3
38,0,4
39,4,0
40,1,3
41,4,0
42,4,0
43,3,1
44,3,0
45,2,2
46,2,2
47,4,0
48,1,3
49,1,3
50,3,1
51,2,2
52,0,4
53,4,0
54,4,0
55,3,0
56,1,3
57,4,0
58,0,4
59,2,2
60,2,2
61,1,3
62,1,3
63,3,1
64,2,2
65,3,0
66,3,1
67,2,2
68,2,2
69,4,0
70,2,2
71,0,4
72,2,2
73,3,1
74,2,1
75,2,2
76,0,4
77,2,2
78,4,0
79,3,0
80,3,1
81,3,1
82,1,3
83,2,2
84,0,4
85,2,2
86,3,1
87,1,3
88,3,1
89,1,3
90,0,4
91,0,4
92,4,0
93,4,0
94,2,2
95,1,3
96,1,3
97,1,3
98,3,1
99,3,1
100,1,3
101,1,3
102,4,0
103,3,1
104,1,3
105,2,2
106,1,3
107,2,2
108,0,4
109,4,0
110,4,0
111,3,1
112,3,1
113,1,3
114,4,0
115,4,0
116,0,4
117,0,4
118,2,2
119,0,4
120,3,1
121,1,3
122,3,1
123,4,0
124,3,1
125,2,2
126,3,0
127,0,4
128,2,2
129,1,3
130,4,0
131,4,0
132,4,0
133,4,0
134,0,3
135,2,2
136,3,1
137,4,0
138,2,2
139,3,1
140,4,0
141,2,2
142,1,3
143,2,2
144,4,0
145,0,4
146,2,2
147,1,3
148,2,2
149,3,1
150,2,2
151,0,4
152,4,0
153,3,1
154,4,0
155,1,3
156,1,3
157,3,1
158,4,0
159,0,4
160,2,2
161,3,0
162,2,2
163,1,3
164,3,1
165,2,2
166,2,2
167,4,0
168,3,1
169,4,0
