Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,3,1
3,4,0
4,4,0
5,4,0
6,0,3
7,3,1
8,4,0
9,1,3
10,1,3
11,4,0
12,4,0
13,2,2
14,3,1
15,3,1
16,4,0
17,3,1
18,2,2
19,3,1
20,2,2
21,0,4
22,1,3
23,1,2
24,2,2
25,4,0
26,0,4
27,1,3
28,4,0
29,0,4
30,3,1
31,1,3
32,1,3
33,0,4
34,3,1
35,2,2
36,3,1
37,1,3
38,0,4
39,1,3
40,0,4
41,2,2
42,3,1
43,2,2
44,4,0
45,3,1
46,3,1
47,0,3
48,3,1
49,1,3
50,1,3
51,1,3
52,4,0
53,4,0
54,3,1
55,3,1
56,4,0
57,2,2
58,1,3
59,4,0
60,3,1
61,2,2
62,1,2
63,4,0
64,2,2
65,0,4
66,1,3
67,4,0
68,1,3
69,2,2
70,1,3
71,1,3
72,3,1
73,2,2
74,3,1
75,4,0
76,3,1
77,4,0
78,1,3
79,4,0
80,3,1
81,3,1
82,1,2
83,0,4
84,2,2
85,0,4
86,4,0
87,4,0
88,3,1
89,4,0
90,0,4
91,2,2
92,1,3
93,3,1
94,1,2
95,3,1
96,4,0
97,3,1
98,3,1
99,4,0
100,3,0
101,3,1
102,4,0
103,2,2
104,2,1
105,3,1
106,3,0
107,2,2
108,1,3
109,3,1
110,3,1
111,2,2
112,1,3
113,3,1
114,2,2
115,1,3
116,2,2
117,3,1
118,2,2
119,2,2
120,3,1
121,4,0
122,3,1
123,4,0
124,1,3
125,4,0
126,2,2
127,3,1
128,0,4
129,3,1
130,1,3
131,1,3
132,4,0
133,2,2
134,3,1
135,4,0
136,3,1
137,2,1
138,3,1
139,0,3
140,3,1
141,2,2
142,1,3
143,1,3
144,2,2
145,1,3
146,2,2
147,4,0
148,2,2
149,1,3
150,2,2
151,1,2
152,4,0
153,4,0
154,2,2
155,2,2
156,4,0
157,3,1
158,0,4
159,1,3
160,3,1
161,1,3
162,3,1
163,4,0
164,4,0
165,3,1
166,4,0
167,3,1
168,3,1
169,1,3
170,1,3
171,1,3
172,0,4
173,3,0
174,1,3
175,4,0
176,2,2
177,3,1
178,1,3
179,4,0
180,2,2
181,0,4
182,4,0
183,0,4
184,0,4
185,2,2
186,4,0
187,4,0
188,3,1
189,2,2
190,4,0
191,2,2
192,0,4
193,4,0
194,3,1
195,3,1
196,1,3
197,4,0
198,0,4
199,2,2
200,1,3
201,3,1
202,3,1
203,2,2
204,4,0
205,3,1
206,4,0
207,3,1
208,4,0
209,3,1
210,0,4
211,2,2
212,3,1
213,1,3
214,2,2
215,4,0
216,0,4
217,4,0
218,0,4
219,2,2
220,2,2
221,1,2
222,2,2
223,3,1
224,3,1
225,4,0
226,3,1
227,3,0
228,2,2
229,1,3
230,4,0
231,3,1
232,3,1
233,0,4
234,2,2
235,3,1
236,2,2
237,4,0
238,4,0
239,2,1
240,4,0
241,1,3
242,4,0
243,3,1
244,2,2
245,3,1
246,3,1
247,4,0
248,4,0
249,1,3
250,2,2
251,4,0
252,4,0
253,1,3
254,3,1
255,0,4
256,4,0
257,1,3
258,2,2
259,2,2
260,2,2
261,1,3
262,3,1
263,2,2
264,1,3
265,4,0
266,4,0
267,0,4
268,4,0
269,3,1
270,3,1
271,2,2
272,3,1
273,3,1
274,2,2
275,2,2
276,4,0
277,4,0
278,1,3
279,4,0
280,3,1
281,1,3
282,3,1
283,1,2
284,4,0
285,3,1
286,4,0
287,2,2
288,0,4
289,3,1
290,1,3
291,2,2
292,3,1
293,2,2
294,4,0
295,1,3
296,4,0
297,1,3
298,0,4
299,2,2
300,1,2
301,4,0
302,3,1
303,3,1
304,0,4
305,2,2
306,0,4
307,4,0
308,2,2
309,0,4
310,1,3
311,4,0
312,4,0
313,1,3
314,2,2
315,2,2
316,2,2
317,3,1
318,4,0
319,3,1
320,4,0
321,1,3
322,1,3
323,2,2
324,2,2
325,0,4
326,1,3
327,3,1
328,4,0
329,1,3
330,3,1
331,3,1
332,1,3
333,1,3
334,4,0
335,1,3
336,1,3
337,4,0
338,4,0
339,3,1
340,3,1
341,4,0
342,3,1
343,1,3
344,2,2
345,3,1
346,1,3
347,3,1
348,1,2
349,3,1
350,2,2
351,2,2
352,2,2
353,3,1
354,3,1
355,0,4
356,1,3
357,0,4
358,4,0
359,1,3
360,2,2
361,2,2
362,4,0
363,4,0
364,4,0
365,3,1
366,4,0
367,3,1
368,2,2
369,3,1
370,4,0
371,2,1
372,3,1
373,4,0
374,2,2
375,4,0
376,3,1
377,2,1
378,1,3
379,3,1
380,2,2
381,2,2
382,4,0
383,1,2
384,1,3
385,3,1
386,4,0
387,0,4
388,2,1
389,4,0
390,0,4
391,1,3
392,3,1
393,4,0
394,1,3
395,4,0
396,1,3
397,3,1
398,1,3
399,1,3
400,3,1
401,2,2
402,4,0
403,1,3
404,3,1
405,4,0
406,2,1
407,3,1
408,3,0
409,3,1
410,2,2
411,0,4
412,3,1
413,4,0
414,2,2
415,3,1
416,1,3
417,4,0
418,3,1
419,2,2
420,3,1
421,3,1
422,3,1
423,1,3
424,4,0
425,4,0
426,3,1
427,4,0
428,3,1
429,1,3
430,0,4
431,1,3
432,2,2
433,2,2
434,0,4
435,3,1
436,2,2
437,2,2
438,3,1
439,4,0
440,4,0
441,2,2
442,2,2
443,3,1
444,2,2
445,3,1
446,2,2
447,2,2
448,1,3
449,3,1
450,2,2
451,0,4
452,1,3
453,1,3
454,3,1
455,2,2
456,4,0
457,4,0
458,4,0
459,4,0
460,4,0
461,3,1
462,0,4
463,0,4
464,3,1
465,3,1
466,3,1
467,0,4
468,2,2
469,3,1
470,2,2
471,3,1
472,3,1
473,1,3
474,0,4
475,2,2
476,1,3
477,1,3
478,2,2
479,2,2
480,2,2
481,4,0
482,1,3
483,3,1
484,1,3
485,4,0
486,3,1
487,1,3
488,3,1
489,3,1
490,1,3
491,1,3
492,3,1
493,4,0
494,3,1
495,0,4
496,1,3
497,4,0
498,3,1
499,4,0
500,0,4
501,2,2
502,2,2
503,3,1
504,2,2
505,4,0
506,4,0
507,4,0
508,0,4
509,4,0
510,2,2
511,0,4
512,4,0
513,3,1
514,2,2
515,2,2
516,2,2
517,4,0
518,3,1
519,3,1
520,3,1
521,1,3
522,4,0
523,1,3
524,4,0
525,4,0
526,3,1
527,4,0
528,0,4
529,0,4
530,4,0
531,4,0
532,1,3
533,3,1
534,3,1
535,1,3
536,4,0
537,3,1
538,4,0
539,3,1
540,2,2
541,2,2
542,4,0
543,1,2
544,3,1
545,1,3
546,3,0
547,3,1
548,4,0
549,0,4
550,3,1
551,4,0
552,4,0
553,2,2
554,2,2
555,4,0
556,2,2
557,0,4
558,3,1
559,1,3
560,4,0
561,0,4
562,3,1
563,3,1
564,3,0
565,3,1
566,2,2
567,1,2
568,2,2
569,3,1
570,2,2
571,2,2
572,3,1
573,2,2
574,3,1
575,0,4
576,2,2
577,1,3
578,1,3
579,1,3
580,3,1
581,3,1
582,4,0
583,4,0
584,1,3
585,1,3
586,1,3
587,1,3
588,1,3
589,2,2
590,4,0
591,1,3
592,1,3
593,3,1
594,4,0
595,2,2
596,0,4
597,4,0
598,1,3
599,4,0
600,3,0
601,3,1
602,2,2
