Game Index,Bet Points Model 1,Bet Points Model 2
1,1,3
2,2,2
3,1,3
4,1,3
5,1,3
6,4,0
7,2,2
8,4,0
9,0,4
10,3,1
11,0,4
12,3,1
13,4,0
14,3,1
15,1,3
16,0,4
17,1,3
18,2,2
19,1,3
20,2,2
21,2,2
22,4,0
23,1,3
24,2,2
25,1,3
26,4,0
27,0,4
28,2,2
29,1,3
30,0,4
31,0,4
32,2,2
33,4,0
34,2,2
35,2,2
36,2,2
37,1,3
38,2,2
39,4,0
40,2,2
41,0,4
42,2,2
43,0,4
44,2,2
45,0,4
46,0,4
47,2,2
48,4,0
49,2,2
50,3,1
51,3,1
52,2,2
53,0,4
54,3,1
55,0,4
56,0,4
57,2,2
58,1,3
59,3,1
60,0,3
61,2,2
62,0,4
63,2,2
64,1,3
65,0,4
66,2,2
67,0,4
68,0,4
69,3,1
70,2,2
71,1,3
72,3,1
73,1,3
74,1,3
75,2,2
76,2,1
77,1,3
78,1,3
79,0,4
80,1,3
81,2,2
82,1,3
83,2,2
84,1,3
85,2,2
86,3,1
87,0,4
88,0,4
89,0,4
90,2,2
91,3,1
92,2,1
93,3,0
94,1,3
95,4,0
96,1,3
97,2,2
98,0,4
99,1,3
100,2,2
101,4,0
102,3,0
103,0,4
104,1,3
105,3,1
106,1,3
107,2,1
108,1,3
109,1,3
110,0,4
111,0,4
112,3,1
113,0,4
114,0,4
115,1,3
116,2,1
117,0,3
118,2,2
119,1,3
120,1,3
121,1,3
122,2,2
123,3,1
124,3,1
125,1,3
126,0,4
127,4,0
128,2,2
129,4,0
130,2,2
131,2,2
132,1,3
133,1,3
134,1,3
135,0,4
136,0,4
137,2,2
138,3,1
139,1,3
140,1,3
141,2,2
142,2,2
143,3,1
144,4,0
145,1,3
146,1,3
147,1,3
148,2,2
149,1,3
150,2,2
151,3,1
152,2,2
153,3,1
154,3,1
155,1,3
156,1,3
157,1,3
158,1,3
159,3,0
160,3,1
161,3,1
162,1,3
163,1,3
164,1,3
165,1,2
166,2,1
167,2,2
168,3,1
169,0,4
170,0,4
171,1,3
172,0,4
173,2,2
174,2,2
175,0,4
176,3,1
177,1,3
178,4,0
179,1,3
180,1,3
181,2,2
182,1,3
183,2,2
184,2,2
185,4,0
186,3,1
187,2,2
188,1,3
189,0,4
190,1,3
191,0,4
192,3,1
193,2,2
194,3,1
195,0,4
196,0,4
197,1,3
198,4,0
199,0,4
200,4,0
201,3,1
202,3,0
203,3,1
204,0,4
205,1,3
206,3,1
207,0,4
208,4,0
209,4,0
210,1,3
211,2,2
212,1,3
213,2,2
214,2,2
215,0,3
216,2,2
217,3,1
218,1,3
219,2,2
220,1,2
221,3,1
222,3,1
223,2,2
224,0,4
225,3,0
226,1,3
227,3,1
228,2,2
229,1,3
230,1,3
231,0,4
232,0,4
233,3,1
234,2,2
235,3,1
236,3,1
237,0,4
238,1,3
239,1,3
240,1,3
241,0,4
242,2,2
243,3,1
244,0,4
245,2,2
246,0,4
247,1,3
248,2,2
249,2,2
250,1,3
251,1,3
252,3,1
253,4,0
254,4,0
255,4,0
256,2,2
257,0,4
258,0,4
259,1,3
260,2,2
261,4,0
262,1,2
263,2,2
264,1,3
265,3,1
266,3,1
267,3,1
268,2,2
269,4,0
270,0,4
271,2,2
272,0,4
273,1,3
274,1,3
275,0,4
276,1,3
277,1,3
278,2,2
279,2,2
280,3,1
281,1,3
282,3,1
283,2,2
284,4,0
285,0,4
286,0,4
287,0,4
288,2,2
289,4,0
290,2,2
291,2,2
292,1,3
293,0,4
294,2,2
295,0,4
296,3,1
297,0,4
298,1,3
299,4,0
300,0,4
301,4,0
302,0,4
303,1,2
304,3,1
305,2,2
306,3,1
307,1,3
308,3,1
309,2,2
310,2,2
311,2,2
312,4,0
313,0,4
314,1,3
315,1,3
316,3,1
317,3,1
318,0,4
319,1,3
320,2,2
321,2,2
322,1,3
323,1,3
324,1,3
325,1,3
326,3,1
327,2,2
328,1,3
329,1,3
330,3,1
331,3,1
332,3,1
333,0,4
334,1,3
335,3,1
336,0,4
337,2,2
338,0,4
339,3,1
340,4,0
341,3,1
342,0,4
343,0,4
344,2,2
345,4,0
346,1,3
347,2,2
348,3,1
349,2,2
350,4,0
351,4,0
352,3,1
353,3,1
354,2,2
355,3,1
356,0,4
357,0,4
358,2,2
359,4,0
360,2,2
361,1,3
362,0,4
363,1,3
364,4,0
365,4,0
366,1,3
367,2,2
368,1,3
369,2,2
370,0,4
371,1,3
372,0,4
373,0,4
374,2,2
375,1,3
376,2,2
377,0,4
378,1,3
379,1,3
380,3,0
381,3,1
382,2,2
383,2,2
384,1,3
385,1,3
386,0,4
387,4,0
388,3,1
389,3,1
390,2,2
391,3,1
392,1,2
393,0,4
394,1,2
395,0,3
396,3,1
397,1,3
398,3,1
399,2,2
400,4,0
401,1,3
402,3,1
403,0,3
404,2,2
405,1,3
