Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,1,3
3,3,1
4,4,0
5,1,3
6,4,0
7,4,0
8,2,1
9,1,3
10,2,2
11,4,0
12,1,3
13,2,2
14,2,2
15,0,4
16,4,0
17,1,3
18,2,2
19,4,0
20,3,1
21,3,1
22,2,2
23,3,1
24,1,3
25,0,4
26,1,3
27,2,2
28,3,1
29,1,3
30,0,4
31,2,2
32,1,3
33,4,0
34,0,4
35,4,0
36,4,0
37,2,2
38,1,3
39,1,3
40,2,2
41,4,0
42,3,1
43,3,1
44,2,2
45,4,0
46,4,0
47,1,3
48,1,3
49,0,4
50,1,3
51,2,1
52,4,0
53,2,2
54,4,0
55,1,3
56,2,1
57,1,3
58,2,2
59,1,3
60,2,2
61,1,3
62,3,1
63,1,3
64,2,2
65,1,3
66,0,3
67,0,4
68,1,3
69,4,0
70,4,0
71,1,3
72,1,3
73,0,4
74,3,1
75,1,3
76,3,1
77,2,2
78,1,3
79,1,3
80,1,3
81,2,2
82,3,1
83,1,3
84,2,2
85,4,0
86,3,1
87,0,4
88,2,2
89,4,0
90,2,2
91,2,2
92,3,1
93,0,4
94,1,3
95,3,0
96,3,1
97,4,0
98,3,1
99,4,0
100,4,0
101,3,1
102,1,3
103,3,1
104,4,0
105,4,0
106,4,0
107,1,3
108,2,2
109,0,4
110,2,2
111,1,3
112,1,3
113,1,3
114,1,3
115,4,0
116,4,0
117,3,1
118,2,2
119,2,2
120,4,0
121,3,1
122,1,3
123,0,4
124,3,1
125,2,2
126,3,1
127,3,1
128,1,3
129,2,2
130,0,4
131,2,2
132,3,1
133,3,1
134,3,1
135,3,1
136,0,4
137,1,3
138,4,0
139,3,1
140,1,3
141,4,0
142,2,2
143,3,1
144,4,0
145,3,1
146,4,0
147,3,1
148,3,1
149,0,4
150,4,0
151,2,2
152,2,2
153,3,1
154,1,3
155,3,1
156,1,3
157,2,1
158,4,0
159,1,3
160,1,3
161,0,4
162,3,1
163,2,2
164,0,4
165,3,1
166,3,1
167,3,1
168,2,2
169,2,2
170,3,1
171,2,2
172,4,0
173,1,3
174,2,2
175,3,1
176,3,1
177,3,1
178,4,0
179,2,2
180,1,3
181,1,3
182,1,3
183,3,1
184,3,1
185,1,3
186,3,0
187,2,2
188,0,4
189,3,1
190,3,1
191,1,3
192,2,2
193,2,2
194,1,3
195,1,3
196,2,2
197,3,1
198,4,0
199,1,3
200,4,0
201,1,3
202,2,2
203,2,2
204,1,3
205,2,1
206,4,0
207,2,2
208,2,2
209,4,0
210,2,2
211,3,1
212,4,0
213,0,4
214,0,4
215,3,1
216,3,1
217,2,2
218,3,1
219,4,0
220,3,1
221,3,1
222,3,1
223,3,1
224,3,1
225,3,1
226,3,1
227,3,1
228,1,3
229,3,1
230,2,2
231,0,4
232,1,3
233,3,1
234,4,0
235,0,3
236,4,0
237,2,2
238,1,2
239,3,1
240,2,2
241,2,2
242,0,4
243,2,2
244,4,0
245,1,3
246,0,4
247,3,1
248,4,0
249,1,3
250,4,0
251,0,4
252,2,2
253,4,0
254,2,2
255,2,2
256,1,3
257,4,0
258,4,0
259,2,1
260,4,0
261,4,0
262,2,2
263,0,4
264,2,2
265,3,1
266,0,4
267,3,1
268,0,4
269,3,1
270,4,0
271,3,1
272,0,4
273,4,0
274,2,2
275,2,2
276,4,0
277,4,0
278,4,0
279,4,0
280,3,1
281,2,2
282,2,2
283,3,1
284,0,4
285,3,1
286,3,1
287,3,1
288,3,1
289,3,1
290,4,0
291,3,1
292,3,1
293,0,4
294,4,0
295,2,2
296,4,0
297,2,2
298,1,3
299,2,2
300,4,0
301,2,1
302,4,0
303,4,0
304,3,1
305,1,3
306,3,1
307,2,2
308,4,0
309,3,1
310,4,0
311,3,1
312,3,1
313,1,2
314,2,1
315,3,1
316,1,3
317,3,1
318,4,0
319,2,2
320,1,3
321,0,4
322,2,2
323,2,2
324,3,1
325,1,3
326,4,0
327,0,4
328,0,4
329,3,1
330,2,2
331,0,4
332,2,2
333,2,2
334,2,2
335,0,4
336,3,1
337,4,0
338,0,4
339,2,2
340,3,1
341,3,1
342,2,2
343,4,0
344,1,3
345,2,2
346,3,1
347,3,1
348,2,2
349,4,0
350,2,2
351,3,1
352,2,2
353,1,3
354,1,3
355,0,4
356,3,1
357,3,1
358,4,0
359,0,4
360,1,3
361,0,4
362,4,0
363,4,0
364,3,1
365,4,0
366,4,0
367,3,1
368,1,3
369,3,1
370,3,1
371,3,1
372,1,3
373,1,3
374,2,2
375,0,4
376,3,1
377,4,0
378,0,4
379,1,3
380,1,3
381,0,3
382,1,3
383,1,3
384,3,1
385,4,0
386,1,3
387,1,3
388,3,1
389,4,0
390,2,2
391,0,4
392,4,0
393,1,3
394,1,3
395,4,0
396,3,1
397,1,3
398,3,1
399,4,0
400,3,1
401,4,0
402,3,1
403,3,1
404,1,3
405,0,4
406,4,0
407,4,0
408,1,3
409,0,4
410,3,1
411,4,0
412,0,4
413,3,1
414,4,0
415,1,3
416,1,3
417,1,3
418,1,3
419,0,4
420,3,1
421,4,0
422,4,0
423,4,0
424,2,2
425,3,1
426,2,2
427,3,1
428,4,0
429,2,2
430,1,3
431,4,0
432,0,4
433,2,2
434,3,1
435,1,3
436,1,3
437,4,0
438,4,0
439,0,4
440,1,3
441,4,0
442,2,2
443,4,0
444,1,3
445,4,0
446,4,0
447,3,1
448,3,1
449,2,2
450,3,1
451,0,4
452,2,2
453,2,2
454,3,1
455,4,0
456,0,4
457,3,1
458,1,3
459,0,4
460,3,1
461,4,0
462,1,3
463,4,0
464,2,2
465,3,1
466,4,0
467,3,1
468,3,1
469,3,1
470,4,0
471,3,1
472,4,0
473,0,4
474,1,3
475,1,2
476,3,1
477,4,0
478,4,0
479,2,2
480,1,3
481,4,0
482,2,2
483,0,4
484,1,3
485,4,0
486,0,4
487,3,1
488,3,0
489,3,1
490,4,0
491,4,0
492,4,0
493,3,1
494,2,2
495,1,3
496,3,1
497,4,0
498,4,0
499,4,0
500,3,1
501,2,2
502,2,2
503,2,2
504,4,0
505,3,1
506,3,1
507,0,3
508,4,0
509,2,2
510,1,3
511,2,2
512,1,3
513,1,3
514,1,3
515,1,3
516,2,2
517,2,2
518,2,2
519,2,2
520,2,2
521,3,1
522,4,0
523,3,1
524,3,1
525,1,3
526,4,0
527,4,0
528,4,0
529,2,2
530,3,0
531,3,1
532,2,2
533,4,0
534,4,0
535,4,0
536,0,4
537,0,4
538,1,3
539,3,1
540,3,1
541,3,1
542,4,0
543,2,2
544,3,1
545,2,2
546,2,2
547,4,0
548,4,0
549,0,4
550,4,0
551,4,0
552,4,0
553,4,0
554,1,3
555,1,3
556,0,3
557,1,3
558,3,1
559,3,1
560,1,3
561,4,0
562,2,2
563,3,1
564,1,3
565,3,1
566,4,0
567,2,2
568,3,1
569,4,0
570,4,0
571,0,4
572,3,1
573,4,0
574,1,3
575,2,2
576,4,0
577,2,2
578,4,0
579,1,3
580,3,1
581,4,0
582,0,4
583,3,1
584,3,1
585,4,0
586,1,3
587,2,2
588,3,1
589,3,1
590,4,0
591,0,4
592,2,2
593,3,1
594,4,0
595,3,0
596,1,3
597,4,0
598,4,0
599,3,1
600,0,4
601,1,2
602,4,0
603,1,3
604,1,3
605,3,1
606,4,0
607,3,1
608,1,3
609,2,2
610,2,2
611,4,0
612,3,1
613,0,4
614,3,1
615,1,3
616,2,2
617,1,3
618,3,1
619,2,2
620,1,3
621,1,3
622,0,3
623,0,4
624,4,0
625,3,1
626,3,1
627,0,4
628,1,3
629,4,0
630,1,2
631,4,0
632,4,0
633,4,0
634,3,1
635,3,1
636,1,3
637,3,1
638,3,1
639,4,0
640,3,1
641,1,3
642,1,3
643,0,4
644,2,2
645,4,0
646,0,4
647,1,3
648,3,1
649,3,1
650,3,1
651,3,1
652,1,3
653,1,3
654,3,1
655,3,1
656,1,3
657,3,1
658,2,2
659,1,3
660,0,4
661,3,1
662,3,1
663,1,3
664,0,4
665,4,0
666,3,1
667,1,3
668,4,0
669,1,3
670,1,3
671,2,2
672,4,0
673,4,0
674,3,1
675,1,3
676,3,1
677,2,2
678,3,1
679,4,0
680,0,4
681,4,0
682,1,3
683,0,4
684,2,2
685,1,3
686,2,2
687,3,1
688,4,0
689,4,0
690,4,0
691,1,3
692,3,1
693,4,0
694,0,4
695,0,4
696,3,1
697,1,2
698,2,2
699,2,2
700,0,4
701,3,1
702,0,4
703,2,2
704,2,2
705,2,2
706,4,0
707,3,1
708,2,2
709,4,0
710,2,2
711,2,1
712,1,3
713,3,1
714,3,1
715,1,3
716,3,1
717,4,0
718,0,4
719,0,4
720,2,2
721,2,1
722,3,1
723,2,1
724,1,3
725,3,1
726,4,0
727,3,1
728,3,1
729,4,0
730,1,3
731,2,2
732,3,1
733,1,3
734,1,3
735,0,4
736,4,0
737,0,4
738,4,0
739,3,1
740,3,1
741,4,0
742,3,1
743,1,3
744,1,2
745,0,4
746,3,1
747,1,3
748,3,1
749,3,1
750,2,2
751,1,3
752,0,4
753,3,1
754,2,2
755,2,1
756,1,3
757,3,1
758,4,0
759,1,3
760,2,2
761,0,4
