Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,4,0
3,2,2
4,1,3
5,1,3
6,1,3
7,0,4
8,4,0
9,3,1
10,2,2
11,1,3
12,0,4
13,2,2
14,0,4
15,0,4
16,1,3
17,1,3
18,3,1
19,4,0
20,0,4
21,2,2
22,2,2
23,1,3
24,0,4
25,1,3
26,2,2
27,0,4
28,1,3
29,0,4
30,3,1
31,0,4
32,4,0
33,3,1
34,1,3
35,3,1
36,4,0
37,3,0
38,0,4
39,0,3
40,4,0
41,2,2
42,4,0
43,3,1
44,2,2
45,3,1
46,1,3
47,1,3
48,3,1
49,4,0
50,4,0
51,4,0
52,4,0
53,3,1
54,4,0
55,4,0
56,4,0
57,0,4
58,1,3
59,2,2
60,0,4
61,3,1
62,1,3
63,1,3
64,4,0
65,0,4
66,1,3
67,4,0
68,3,1
69,1,3
70,3,1
71,1,3
72,0,4
73,3,1
74,1,3
75,4,0
76,3,1
77,3,1
78,1,3
79,3,1
80,4,0
81,2,2
82,3,1
83,2,2
84,1,3
85,3,1
86,3,1
87,0,4
88,3,1
89,0,4
90,4,0
91,2,2
92,4,0
93,4,0
94,3,1
95,2,2
96,2,2
97,2,2
98,3,1
99,1,3
100,3,1
101,3,1
102,1,3
103,3,1
104,1,3
105,0,4
106,3,1
107,3,1
108,2,2
109,3,1
110,3,0
111,1,3
112,0,4
113,2,2
114,3,1
115,2,2
116,1,3
117,0,4
118,2,2
119,0,4
120,1,3
121,2,2
122,3,1
123,0,4
124,2,2
125,1,2
126,2,2
127,0,4
128,2,2
129,1,3
130,2,2
131,1,3
132,1,3
133,0,3
134,0,4
135,3,1
136,0,4
137,1,3
138,2,2
139,2,2
140,2,2
141,0,4
142,3,1
143,3,1
144,3,1
145,2,2
146,0,4
147,1,3
148,0,4
149,4,0
150,1,3
151,2,2
152,2,2
153,1,3
154,2,2
155,3,1
156,0,4
157,1,3
158,4,0
159,2,2
160,2,2
161,3,1
162,3,1
163,1,3
164,2,1
165,0,4
166,0,4
167,0,4
168,2,1
169,2,2
170,3,1
171,2,2
172,3,1
173,0,4
174,2,2
175,3,1
176,2,1
177,2,2
178,3,0
179,4,0
180,0,4
181,4,0
182,2,2
183,2,2
184,3,1
185,0,4
186,1,3
187,4,0
188,3,1
189,2,2
190,3,1
191,3,1
192,2,2
193,2,2
194,2,2
195,1,3
196,0,4
197,4,0
198,4,0
199,3,1
200,1,3
201,1,3
202,1,3
203,0,3
204,3,1
205,0,4
206,3,1
207,4,0
208,4,0
209,4,0
210,2,2
211,3,1
212,2,2
213,2,2
214,1,2
215,4,0
216,2,2
217,1,3
218,2,2
219,3,1
220,0,4
221,3,1
222,4,0
223,1,3
224,3,1
225,3,1
226,3,1
227,3,1
228,2,1
229,1,3
230,0,4
231,0,4
232,3,1
233,4,0
234,1,3
235,1,3
236,1,3
237,3,1
238,2,2
239,2,2
240,1,3
241,3,1
242,3,1
243,1,3
244,1,3
245,1,3
246,2,2
247,4,0
248,2,2
249,3,1
250,3,1
251,0,4
252,1,3
253,4,0
254,0,4
255,3,1
256,0,4
257,4,0
258,4,0
259,1,3
260,4,0
261,3,1
262,1,3
263,0,4
264,1,3
265,3,1
266,4,0
267,0,4
268,1,3
269,2,2
270,1,3
271,0,4
272,3,1
273,3,1
274,0,4
275,3,1
276,1,3
277,3,1
278,2,2
279,1,3
280,3,1
281,1,3
282,2,1
