Game Index,Bet Points Model 1,Bet Points Model 2
1,1,3
2,2,2
3,3,1
4,4,0
5,1,3
6,4,0
7,2,2
8,2,2
9,3,1
10,2,2
11,1,3
12,2,2
13,4,0
14,4,0
15,4,0
16,1,3
17,1,2
18,4,0
19,1,3
20,4,0
21,4,0
22,1,3
23,3,0
24,0,4
25,3,1
26,2,2
27,0,3
28,2,2
29,4,0
30,4,0
31,2,2
32,0,4
33,1,3
34,1,3
35,3,1
36,1,3
37,2,2
38,4,0
39,2,2
40,1,3
41,3,1
42,2,2
43,2,2
44,1,3
45,3,1
46,2,2
47,3,1
48,2,2
49,2,2
50,2,2
51,2,2
52,0,4
53,0,4
54,0,4
55,3,1
56,2,2
57,1,3
58,0,4
59,2,2
60,3,1
61,3,1
62,0,4
63,1,3
64,2,2
65,3,1
66,2,2
67,1,3
68,0,4
69,1,3
70,2,2
71,0,4
72,1,3
73,2,2
74,4,0
75,1,3
76,1,3
77,1,3
78,2,2
79,0,4
80,0,4
81,3,1
82,1,3
83,2,2
84,1,2
85,4,0
86,3,1
87,2,2
88,1,3
89,3,1
90,0,4
91,3,1
92,0,4
93,4,0
94,4,0
95,0,4
96,2,2
97,2,2
98,2,2
99,0,4
100,4,0
101,0,4
102,2,2
103,2,2
104,2,2
105,0,4
106,2,2
107,2,2
108,0,4
109,4,0
110,4,0
111,4,0
112,1,3
113,1,2
114,3,1
115,2,2
116,1,3
117,3,1
118,4,0
119,2,2
120,4,0
121,3,1
122,1,3
123,3,1
124,2,2
125,3,1
126,3,1
127,2,1
128,3,1
129,4,0
130,1,3
131,2,2
132,2,2
133,1,3
134,3,1
135,4,0
136,4,0
137,0,4
138,1,3
139,1,3
140,3,0
141,0,4
142,4,0
143,3,0
144,4,0
145,1,3
146,1,3
147,3,1
148,1,3
149,0,4
150,4,0
151,3,0
152,1,3
153,4,0
154,1,3
155,2,2
156,3,1
157,0,4
158,2,2
159,0,4
160,4,0
161,3,1
162,0,4
163,2,2
164,1,3
165,4,0
166,3,1
167,2,2
168,2,2
169,0,4
170,3,1
171,1,3
172,3,1
173,4,0
174,3,1
175,1,3
176,3,1
177,0,4
178,3,0
179,1,2
180,1,3
181,1,3
182,2,2
183,4,0
184,3,1
185,1,3
186,1,3
187,1,3
188,1,3
189,3,1
190,0,4
191,4,0
192,2,2
193,2,2
194,1,3
195,1,3
196,4,0
197,1,3
198,1,3
199,1,3
200,4,0
201,3,1
202,3,1
203,3,0
204,1,3
205,4,0
206,0,4
207,1,3
208,4,0
209,4,0
210,2,2
211,2,1
212,2,2
213,3,1
214,3,1
215,3,1
216,1,3
217,0,4
218,1,3
219,0,4
220,4,0
221,3,1
222,3,1
223,4,0
224,2,2
225,1,3
226,2,1
227,4,0
228,4,0
229,1,3
230,0,4
231,4,0
232,2,2
233,1,3
234,0,4
235,2,2
236,2,2
237,4,0
238,4,0
239,1,2
240,4,0
241,3,1
242,0,3
243,0,4
244,4,0
245,0,4
246,4,0
247,3,1
248,4,0
249,3,1
250,0,4
251,4,0
252,4,0
253,0,3
254,0,4
255,3,1
256,3,1
257,0,4
258,2,2
259,3,1
260,3,1
261,1,3
262,0,4
263,1,3
264,3,1
265,3,1
266,0,4
267,1,3
268,3,1
269,2,2
270,4,0
271,1,3
272,2,1
273,0,4
274,2,2
275,3,0
276,4,0
277,1,3
278,2,1
279,1,3
280,3,1
281,1,3
282,4,0
283,3,1
284,0,4
285,1,3
286,3,1
287,3,1
288,1,3
289,4,0
290,2,2
291,1,3
292,4,0
293,1,3
294,1,3
295,4,0
296,1,3
297,0,4
298,4,0
299,1,3
300,1,3
301,4,0
302,1,3
303,2,2
304,3,1
305,2,2
306,1,3
307,1,3
308,2,2
309,1,3
310,2,2
311,1,3
312,2,2
313,3,1
314,4,0
315,1,2
316,0,4
317,3,1
318,3,1
319,1,3
320,2,1
321,2,2
322,1,3
323,1,3
324,2,2
325,2,2
326,2,2
327,3,1
328,3,1
329,3,1
330,3,1
331,0,4
332,4,0
333,0,4
334,3,1
335,2,2
336,0,4
337,2,2
338,3,1
339,3,1
340,1,3
341,0,4
342,3,1
343,2,1
344,4,0
345,1,3
346,2,2
347,2,2
348,2,2
349,2,2
350,3,1
351,0,4
352,2,2
353,2,2
354,3,1
355,2,2
356,1,3
357,3,1
358,2,2
359,4,0
360,4,0
361,3,0
362,1,3
363,1,3
364,3,1
365,2,2
366,1,3
367,2,2
368,3,1
369,3,1
370,0,4
371,4,0
372,1,3
373,4,0
374,2,2
375,3,1
376,0,4
377,0,4
378,3,1
379,2,2
380,0,4
381,1,3
382,2,2
383,3,1
384,4,0
385,4,0
386,1,3
387,3,1
388,1,3
389,2,2
390,2,2
391,1,3
392,4,0
393,0,3
394,3,1
395,4,0
396,4,0
397,3,1
398,0,4
399,4,0
400,3,1
401,0,4
402,1,3
403,3,1
404,4,0
405,4,0
