Game Index,Bet Points Model 1,Bet Points Model 2
1,2,2
2,0,4
3,3,1
4,1,3
5,4,0
6,0,4
7,3,1
8,3,1
9,1,3
10,1,3
11,3,1
12,1,3
13,3,1
14,1,2
15,4,0
16,1,3
17,0,4
18,2,2
19,2,2
20,1,3
21,0,4
22,1,3
23,0,4
24,1,3
25,2,2
26,2,2
27,1,3
28,2,2
29,2,1
30,1,3
31,2,2
32,0,4
33,0,4
34,0,4
35,1,3
36,2,2
37,3,1
38,3,1
39,0,4
40,2,2
41,2,2
42,4,0
43,2,2
44,1,3
45,1,3
46,2,2
47,3,1
48,2,2
49,4,0
50,1,3
51,0,4
52,3,1
53,2,2
54,2,2
55,0,4
56,0,4
57,3,1
58,2,2
59,3,1
60,4,0
61,1,3
62,0,4
63,2,2
64,3,1
65,0,4
66,1,3
67,3,1
68,0,4
69,2,2
70,4,0
71,3,1
72,0,4
73,0,4
74,1,3
75,0,4
76,2,2
77,1,3
78,1,3
79,4,0
80,4,0
81,0,4
82,1,3
83,1,2
84,2,2
85,4,0
86,3,1
87,3,1
88,1,3
89,3,1
90,0,4
91,1,3
92,1,3
93,3,1
94,3,1
95,0,4
96,1,3
97,2,2
98,3,1
99,1,3
100,1,3
101,1,3
102,4,0
103,0,4
104,1,3
105,1,3
106,3,1
107,1,3
108,2,2
109,3,1
110,2,2
111,0,4
112,4,0
113,2,2
114,0,4
115,0,4
116,0,4
117,3,1
118,0,4
119,1,3
120,1,3
121,3,1
122,0,4
123,3,1
124,1,3
125,4,0
126,4,0
127,0,4
128,1,3
129,3,0
130,0,4
131,3,1
132,1,3
133,1,3
134,1,3
135,1,3
136,4,0
137,2,2
138,4,0
139,1,3
140,1,2
141,1,3
142,1,3
143,1,3
144,1,3
145,0,3
146,1,3
147,3,1
148,4,0
149,1,3
150,4,0
151,3,1
152,0,4
153,2,2
154,0,4
155,3,1
156,2,2
157,3,1
158,0,4
159,1,3
160,0,3
161,0,4
162,2,2
163,2,2
164,1,3
165,1,3
166,1,3
167,4,0
168,1,3
169,2,2
170,2,2
171,1,3
172,4,0
173,0,4
174,0,4
175,2,2
176,2,2
177,2,2
178,0,4
179,4,0
180,1,2
181,3,1
182,3,1
183,2,2
184,3,1
185,3,1
186,1,3
187,0,4
188,2,2
189,3,1
190,0,4
191,1,3
192,4,0
193,2,1
194,3,1
195,2,2
196,2,2
197,2,2
198,0,4
199,0,4
200,3,1
201,3,1
202,2,2
203,0,4
204,3,1
205,1,3
206,3,1
207,0,4
208,1,3
209,3,1
210,3,1
211,2,2
212,2,2
213,0,4
214,0,4
215,0,4
216,1,3
217,0,4
218,0,4
219,1,3
220,2,2
221,2,2
222,1,3
223,4,0
224,4,0
225,3,1
226,3,1
227,3,1
228,1,3
229,3,1
230,0,4
231,2,2
232,4,0
233,0,4
234,3,1
235,2,2
236,0,4
237,4,0
238,0,3
239,2,2
240,1,3
241,4,0
242,4,0
243,3,1
244,2,2
245,4,0
246,4,0
247,1,3
248,4,0
249,4,0
250,0,4
251,1,3
252,2,2
253,4,0
254,0,4
255,1,3
256,1,3
257,2,2
258,3,1
259,0,4
260,1,3
261,3,1
262,0,4
263,0,4
264,0,4
265,3,1
266,2,2
267,1,3
268,1,3
269,0,4
270,3,1
271,2,2
272,2,2
273,0,4
274,0,4
275,2,2
276,2,2
277,2,0
278,2,2
279,0,4
280,3,1
281,4,0
282,2,2
283,2,2
284,0,4
285,4,0
286,3,1
287,0,4
288,3,1
289,2,2
290,1,3
291,1,3
292,0,4
293,0,4
294,1,3
295,3,1
296,3,1
297,4,0
298,0,4
299,3,1
300,3,1
301,0,4
302,1,3
303,4,0
304,0,4
305,4,0
306,2,2
307,2,2
308,3,1
309,4,0
310,2,2
311,4,0
312,3,1
313,3,1
314,4,0
315,1,3
316,0,3
317,1,3
318,1,3
319,1,3
320,2,2
321,1,3
322,1,3
323,0,4
324,0,3
325,4,0
326,0,4
327,0,4
328,4,0
329,1,3
330,3,1
331,2,2
332,3,1
333,2,2
334,2,2
335,2,2
336,0,4
337,0,4
338,0,4
339,4,0
340,1,3
341,4,0
342,2,2
343,1,3
344,1,3
345,2,2
346,0,4
347,0,4
348,0,3
349,3,1
350,0,4
351,0,3
352,2,2
353,4,0
354,3,1
355,0,4
356,1,3
357,3,1
358,2,2
359,0,4
360,1,3
361,3,1
362,1,3
363,4,0
364,3,1
365,1,3
366,0,4
367,2,2
368,4,0
369,0,4
370,1,3
371,1,3
372,0,4
373,3,1
374,4,0
375,0,4
376,2,2
377,1,3
378,1,2
379,2,2
380,1,3
381,0,4
382,3,1
383,2,2
384,2,2
385,0,4
386,2,2
387,2,2
388,4,0
389,2,2
390,1,3
391,2,1
392,0,4
393,1,2
394,0,4
395,0,4
396,2,1
397,3,1
398,4,0
399,0,4
400,3,1
401,1,3
402,1,3
403,1,3
404,2,2
405,3,1
406,3,1
407,0,4
408,1,3
409,2,2
410,4,0
411,2,2
412,0,4
413,3,1
414,2,2
415,2,2
416,0,4
417,1,3
418,2,2
419,2,2
420,1,3
421,0,4
422,0,4
423,2,2
424,2,2
425,3,0
426,0,4
427,3,1
428,1,3
429,2,2
430,3,1
431,0,4
432,3,1
433,1,3
434,1,3
435,1,3
436,1,3
437,2,2
438,1,3
439,3,0
440,4,0
441,2,2
442,0,4
443,1,3
444,0,4
445,3,1
446,2,2
447,2,2
448,0,4
449,1,3
450,0,3
451,2,2
452,0,4
453,4,0
454,1,3
455,0,4
456,3,1
457,3,1
458,2,2
459,2,2
460,2,2
461,3,1
462,1,3
463,1,3
464,4,0
465,2,2
466,0,4
467,1,3
468,1,3
469,0,4
470,1,3
471,1,2
472,4,0
473,1,3
474,0,4
475,0,4
476,2,2
477,0,4
478,1,3
479,2,2
480,3,0
481,2,2
482,0,4
483,2,2
484,1,3
485,1,3
486,0,4
487,1,3
488,2,2
489,2,2
490,4,0
491,2,2
492,3,1
493,1,3
494,3,1
495,4,0
496,1,3
497,0,4
498,3,1
499,1,3
500,2,2
501,0,4
502,0,4
503,0,4
504,0,4
505,0,4
506,4,0
507,4,0
508,1,3
509,2,2
510,3,1
511,0,4
512,0,4
513,3,1
514,0,4
515,2,2
516,4,0
517,0,4
518,1,3
519,1,3
520,0,4
521,2,2
522,3,1
523,3,1
524,2,2
525,3,1
526,1,3
527,4,0
528,0,4
529,3,1
530,3,1
531,3,1
532,3,1
533,1,3
534,1,3
535,0,4
536,3,1
537,2,2
538,1,3
539,0,4
540,3,1
541,2,2
542,3,1
543,2,2
544,2,2
545,2,2
546,4,0
547,2,2
548,4,0
549,3,1
550,1,3
551,3,0
552,2,2
553,4,0
554,1,3
555,3,1
556,3,1
557,3,0
558,1,3
559,2,2
560,1,3
561,3,1
562,1,3
563,0,4
564,3,1
565,1,1
566,2,1
567,4,0
568,1,3
569,1,3
570,3,1
571,2,2
572,2,2
573,2,1
574,2,2
575,4,0
576,3,1
577,2,1
578,2,2
579,0,4
580,4,0
581,2,2
582,1,3
583,2,2
584,4,0
585,0,4
586,2,2
587,2,2
588,4,0
589,1,3
590,4,0
591,4,0
592,0,4
593,4,0
594,0,4
595,0,4
596,3,1
597,4,0
598,1,3
599,3,1
600,2,2
601,4,0
602,2,2
603,3,0
604,2,2
605,2,2
606,4,0
607,2,2
608,1,3
609,1,3
610,2,2
611,4,0
612,1,3
613,1,3
614,1,3
615,1,3
616,4,0
617,1,3
618,2,2
619,1,3
620,2,2
621,0,4
622,2,1
623,4,0
624,3,1
625,3,1
626,1,3
627,2,2
628,3,1
629,0,4
630,1,3
631,0,4
632,4,0
633,1,3
634,0,4
635,2,2
636,3,1
637,1,3
638,3,1
639,2,2
640,3,1
641,3,1
642,3,1
643,2,2
644,1,3
645,4,0
646,0,4
647,3,1
648,0,4
649,4,0
650,0,4
651,1,3
652,3,1
653,0,4
654,2,2
655,0,4
656,4,0
657,4,0
658,2,2
659,3,1
660,3,1
661,1,3
662,4,0
663,2,2
664,2,2
665,0,4
666,1,3
667,0,4
668,3,1
669,2,2
670,2,2
671,4,0
672,2,2
673,0,4
674,2,2
675,2,1
676,1,3
677,0,4
678,1,3
679,4,0
680,1,3
681,0,4
682,2,2
683,2,2
684,2,2
685,3,1
686,3,1
687,0,4
688,3,1
689,3,1
690,2,2
691,1,3
692,4,0
693,4,0
694,0,4
695,2,2
696,0,4
697,3,1
698,3,1
699,2,2
700,0,4
701,3,1
702,3,1
703,2,2
704,1,3
705,2,2
706,3,0
707,4,0
708,1,3
709,2,2
710,1,3
711,2,2
712,2,2
713,0,4
714,2,2
715,0,4
716,3,1
717,3,1
718,0,4
719,4,0
720,3,1
721,2,2
722,0,3
723,2,2
724,1,3
725,1,3
726,3,1
727,1,3
728,1,3
729,1,3
730,3,1
731,4,0
732,1,3
733,3,1
734,3,1
735,1,2
736,1,3
737,4,0
738,2,2
739,1,3
740,1,2
741,3,1
742,0,4
743,2,2
744,1,3
745,3,1
746,2,1
747,2,2
748,0,4
749,1,3
750,0,4
751,0,4
752,3,1
753,0,4
754,2,2
755,0,4
756,1,3
757,3,1
758,0,4
759,2,2
760,0,4
761,4,0
762,2,2
763,2,2
764,2,2
765,0,4
766,2,2
767,2,2
768,1,3
769,3,0
770,4,0
771,1,3
772,3,1
773,3,1
774,1,3
775,4,0
776,0,4
777,1,3
778,3,1
779,4,0
780,0,4
781,4,0
782,2,2
783,3,1
784,0,4
785,1,3
786,1,3
787,3,1
788,1,3
789,2,2
790,0,4
791,4,0
792,0,4
793,2,2
794,4,0
795,2,2
796,4,0
797,3,1
798,0,4
799,3,1
800,0,4
801,0,4
802,3,1
803,2,2
804,1,2
805,0,4
806,2,2
807,1,3
808,4,0
809,2,2
810,3,1
811,1,3
812,2,2
813,1,3
814,2,1
815,0,4
816,2,2
817,2,2
818,0,4
819,3,1
820,1,3
821,1,3
822,3,1
823,4,0
824,3,1
825,2,2
826,1,3
827,1,3
828,1,3
829,0,3
830,1,3
831,1,2
832,4,0
833,0,4
834,3,1
835,4,0
836,0,4
837,0,4
838,2,2
839,1,3
840,2,2
841,0,4
842,3,1
843,2,2
844,1,3
845,0,4
846,3,1
847,1,3
848,1,3
849,0,4
850,0,4
851,1,3
852,3,1
853,2,1
854,3,1
855,0,4
856,0,4
857,1,3
858,3,1
859,0,4
860,1,3
861,1,3
862,2,2
863,2,2
864,4,0
865,1,3
866,1,3
867,3,1
868,4,0
869,1,3
870,2,2
871,1,3
872,0,4
873,3,1
874,2,2
875,2,2
876,2,2
877,0,4
878,2,2
879,0,4
880,2,2
881,1,3
882,1,3
883,2,2
884,0,4
885,2,2
886,0,4
887,1,3
888,4,0
889,2,2
890,1,2
891,3,1
892,0,4
893,1,2
894,1,3
895,3,1
896,3,1
897,1,3
898,2,1
899,3,1
900,4,0
901,1,2
902,1,3
903,1,3
904,1,3
905,0,4
906,2,2
907,1,3
908,1,3
909,1,3
910,1,3
911,0,4
912,3,1
913,1,3
914,4,0
915,3,1
916,3,1
917,3,1
918,3,1
919,0,4
920,3,1
921,1,3
922,2,1
923,1,3
924,1,3
925,2,2
926,1,3
927,3,1
928,1,3
929,3,1
930,1,2
931,3,1
932,1,3
933,1,3
934,2,2
935,0,4
936,1,3
937,1,3
938,2,2
939,1,3
940,4,0
941,3,1
942,2,2
943,4,0
944,2,2
945,1,3
946,3,1
947,4,0
948,2,2
949,2,2
950,3,1
951,3,1
952,1,3
953,3,1
954,2,2
955,0,4
956,3,1
957,0,4
958,4,0
959,1,3
960,2,2
961,2,2
962,0,4
963,2,2
964,0,4
965,3,1
966,2,2
967,0,4
968,4,0
969,2,2
970,1,3
971,1,3
972,0,4
973,2,2
974,3,0
975,4,0
976,1,3
977,1,3
978,0,4
979,2,2
980,1,3
981,1,3
982,4,0
983,2,1
984,1,3
985,0,4
986,4,0
987,3,1
988,0,4
989,2,2
990,2,2
991,2,2
992,4,0
993,4,0
994,4,0
995,4,0
996,0,4
997,2,2
998,3,1
999,0,4
1000,4,0
