Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,1,3
3,4,0
4,2,2
5,2,2
6,2,2
7,4,0
8,0,4
9,4,0
10,4,0
11,1,3
12,1,3
13,3,1
14,2,2
15,3,1
16,0,4
17,1,3
18,4,0
19,2,1
20,1,3
21,3,1
22,2,2
23,0,4
24,0,4
25,3,1
26,1,3
27,1,3
28,3,1
29,2,2
30,1,3
31,2,2
32,4,0
33,2,2
34,4,0
35,1,3
36,1,3
37,4,0
38,2,2
39,2,2
40,3,1
41,3,1
42,2,2
43,3,1
44,2,2
45,1,2
46,2,2
47,3,1
48,1,3
49,4,0
50,3,1
51,1,3
52,3,1
53,4,0
54,1,3
55,2,2
56,2,2
57,2,2
58,2,1
59,3,1
60,3,1
61,1,3
62,4,0
63,4,0
64,2,1
65,1,3
66,1,3
67,4,0
68,3,0
69,3,1
70,3,1
71,1,3
72,2,2
73,0,4
74,1,3
75,3,1
76,4,0
77,0,3
78,2,2
79,1,3
80,2,2
81,3,1
82,4,0
83,2,1
84,4,0
85,2,2
86,1,2
87,2,2
88,4,0
89,4,0
90,2,2
91,4,0
92,4,0
93,4,0
94,4,0
95,4,0
96,4,0
97,4,0
98,2,2
99,2,2
100,2,2
101,1,2
102,3,1
103,1,3
104,1,3
105,1,3
106,3,1
107,3,1
108,4,0
109,2,2
110,1,3
111,2,2
112,2,2
113,4,0
114,1,3
115,2,2
116,4,0
117,4,0
118,4,0
119,3,1
120,4,0
121,2,2
122,3,1
123,2,2
124,0,4
125,3,1
126,2,2
127,2,2
128,4,0
129,2,2
130,3,1
131,3,1
132,2,2
133,0,4
134,1,3
135,1,3
136,3,1
137,3,1
138,1,3
139,4,0
140,1,3
141,4,0
142,1,3
143,3,1
144,2,2
145,4,0
146,4,0
147,4,0
148,1,3
149,4,0
150,3,1
151,1,3
152,3,1
153,2,2
154,3,1
155,2,2
156,3,1
157,3,1
158,3,1
159,3,1
160,2,2
161,1,3
162,4,0
163,3,1
164,4,0
165,4,0
166,2,2
167,2,2
168,4,0
169,2,2
170,4,0
171,2,2
172,2,2
173,2,2
174,4,0
175,3,1
176,3,1
177,1,2
178,4,0
179,4,0
180,2,2
181,2,1
182,3,1
183,4,0
184,1,3
185,1,3
186,4,0
187,2,2
188,2,2
189,4,0
190,3,1
191,4,0
192,3,1
193,2,2
194,4,0
195,2,2
196,4,0
197,1,3
198,3,1
199,1,3
200,3,1
201,4,0
202,4,0
203,2,2
204,3,1
205,2,2
206,1,3
207,2,2
208,4,0
209,1,3
210,0,4
211,4,0
212,3,0
213,3,1
214,2,2
215,3,1
216,3,0
217,3,1
218,3,1
219,3,1
220,3,1
221,2,2
222,1,3
223,2,2
224,4,0
225,4,0
226,1,3
227,4,0
228,2,2
229,1,3
230,2,2
231,3,1
232,4,0
233,4,0
234,4,0
235,2,2
236,1,3
237,2,2
238,0,4
239,1,3
240,3,1
241,2,2
242,4,0
243,4,0
244,4,0
245,3,1
246,1,3
247,3,1
248,1,3
249,3,1
250,4,0
251,3,1
252,2,2
253,2,1
254,0,4
255,3,1
256,3,1
257,4,0
258,1,3
259,3,1
260,3,1
261,1,3
262,0,4
263,4,0
264,2,2
265,3,1
266,4,0
267,2,2
268,3,1
269,1,3
270,4,0
271,3,1
272,3,1
273,4,0
274,2,2
275,2,2
276,1,3
277,2,2
278,2,2
279,4,0
280,2,2
281,4,0
282,0,4
283,4,0
284,4,0
285,0,4
286,3,1
287,4,0
288,4,0
289,0,4
290,3,1
291,4,0
292,2,2
293,2,2
294,1,3
295,3,1
296,3,1
297,3,1
298,3,1
299,4,0
300,4,0
301,3,1
302,4,0
303,3,1
304,2,2
305,0,4
306,4,0
307,2,2
308,3,1
309,2,2
310,2,2
311,3,1
312,2,2
313,2,2
314,4,0
315,2,2
316,4,0
317,0,4
318,4,0
319,4,0
320,3,1
321,3,1
322,3,1
323,1,3
324,3,1
325,1,3
326,2,2
327,2,2
328,1,3
329,4,0
330,4,0
331,2,2
332,4,0
333,3,1
334,2,2
335,2,2
336,2,2
337,3,1
338,3,1
339,3,1
340,3,1
341,2,2
342,4,0
343,1,3
344,4,0
345,0,4
346,2,2
347,3,1
348,0,4
349,3,1
350,4,0
351,3,1
352,4,0
353,4,0
354,4,0
355,4,0
356,1,3
357,2,2
358,3,1
359,2,2
360,1,3
361,3,1
362,2,2
363,4,0
364,2,2
365,4,0
366,4,0
367,4,0
368,3,1
369,3,1
370,1,3
371,3,1
372,4,0
373,2,2
374,1,3
375,0,4
376,1,3
377,3,0
378,3,1
379,2,2
380,4,0
381,4,0
382,3,1
383,1,3
384,0,4
385,3,1
386,1,3
387,3,1
388,1,3
389,2,2
390,3,1
391,3,1
392,0,4
393,1,3
394,0,4
395,3,1
396,3,1
397,3,1
398,2,2
399,1,3
400,3,1
401,0,4
402,2,2
403,4,0
404,1,3
405,2,2
406,4,0
407,1,3
408,2,1
409,3,0
410,4,0
411,1,3
412,2,2
413,2,2
414,4,0
415,3,1
416,1,3
417,4,0
418,3,1
419,0,3
420,1,2
421,0,4
422,3,1
423,3,1
424,4,0
425,0,4
426,4,0
427,1,3
428,0,4
429,3,1
430,1,3
431,4,0
432,3,1
433,4,0
434,1,3
435,4,0
436,3,1
437,4,0
438,3,1
439,2,2
440,1,3
441,2,2
442,2,2
443,2,2
444,4,0
445,2,2
446,4,0
447,0,4
448,0,4
449,3,1
450,2,2
451,3,1
452,3,1
453,0,4
454,3,1
455,2,2
456,1,3
457,4,0
458,4,0
459,2,2
460,3,1
461,2,2
462,4,0
463,1,3
464,4,0
465,4,0
466,0,4
467,2,2
468,3,1
469,1,3
470,2,2
471,1,3
472,4,0
473,3,1
474,1,3
475,3,1
476,3,1
477,2,2
478,4,0
479,3,1
480,3,1
481,3,1
482,3,1
483,4,0
484,4,0
485,3,1
486,2,2
487,2,2
488,4,0
489,0,4
490,3,0
491,3,1
492,3,1
493,2,2
494,1,2
495,2,2
496,3,1
497,0,4
498,4,0
499,3,1
500,4,0
501,2,2
502,0,4
503,0,4
504,3,1
505,2,2
506,4,0
507,2,2
508,4,0
509,4,0
510,0,4
511,2,2
512,0,4
513,3,1
514,1,3
515,4,0
516,3,0
517,0,4
518,1,3
519,3,1
520,3,1
521,4,0
522,2,2
523,1,3
524,2,2
525,1,3
526,2,2
527,2,2
528,2,2
529,3,1
530,1,3
531,2,2
532,3,1
533,1,3
534,4,0
535,2,2
536,1,3
537,2,1
538,4,0
539,0,4
540,4,0
541,2,2
542,1,3
543,2,2
544,3,1
545,2,2
546,4,0
547,2,2
548,2,2
549,4,0
550,3,1
551,0,4
552,4,0
553,1,3
554,3,1
555,3,1
556,1,3
557,1,2
558,0,4
559,2,2
560,1,3
561,1,3
562,2,2
563,4,0
564,4,0
565,3,1
566,2,2
567,4,0
568,3,1
569,4,0
570,0,3
571,3,0
572,2,2
573,4,0
574,3,1
575,4,0
576,1,3
577,3,1
578,2,2
579,2,2
580,2,2
581,3,1
582,3,1
583,4,0
584,2,2
585,2,2
586,4,0
587,4,0
588,4,0
589,1,3
590,4,0
591,2,2
592,3,1
593,0,4
594,4,0
595,2,2
596,3,1
597,4,0
598,0,4
599,0,4
600,0,3
601,4,0
602,2,2
603,3,1
604,0,4
605,2,2
606,0,4
607,4,0
608,4,0
609,4,0
610,1,3
611,1,3
612,3,1
613,4,0
614,3,1
615,4,0
616,4,0
617,4,0
618,3,1
619,3,0
620,4,0
621,4,0
622,3,0
623,4,0
624,4,0
625,4,0
626,4,0
627,4,0
628,2,2
629,1,3
630,3,1
631,2,2
632,2,2
633,4,0
634,1,3
635,0,4
636,4,0
637,4,0
638,3,0
639,0,4
640,3,1
641,3,1
642,2,2
643,0,4
644,2,2
645,2,2
646,1,3
647,4,0
648,4,0
649,3,1
650,0,4
651,4,0
652,2,2
653,0,4
654,1,3
655,3,1
656,1,3
657,0,4
658,1,3
659,3,1
660,4,0
661,1,3
662,1,3
663,2,2
664,3,1
665,1,3
666,4,0
667,2,2
668,3,1
669,0,4
670,4,0
671,1,3
672,4,0
673,3,1
674,4,0
675,3,1
676,3,1
677,3,1
678,3,1
679,4,0
680,2,2
681,1,3
682,2,2
683,2,2
684,3,1
685,3,1
686,4,0
687,3,0
688,3,1
689,4,0
690,0,4
691,1,3
692,0,4
693,2,2
694,3,1
695,3,1
696,4,0
697,4,0
698,4,0
699,2,2
700,3,0
701,1,3
702,2,2
703,1,3
704,3,1
705,4,0
706,4,0
707,2,2
708,0,4
709,4,0
710,4,0
711,4,0
712,2,1
713,2,2
714,2,1
715,4,0
716,3,1
717,1,3
718,4,0
719,4,0
720,4,0
721,3,1
722,4,0
723,3,1
724,3,1
725,4,0
726,4,0
727,2,2
728,3,1
729,1,3
730,0,4
731,3,1
732,3,1
733,4,0
734,3,1
735,2,2
736,3,1
737,1,3
738,4,0
739,3,1
740,1,3
741,3,1
742,2,2
743,1,2
744,2,1
745,2,2
746,2,2
747,4,0
748,2,2
749,2,2
750,4,0
751,3,1
752,1,3
753,2,2
754,2,2
755,0,4
756,3,1
757,2,2
758,3,1
759,1,3
760,3,1
761,1,3
