Game Index,Bet Points Model 1,Bet Points Model 2
1,4,0
2,4,0
3,4,0
4,1,3
5,0,4
6,3,1
7,1,3
8,2,2
9,4,0
10,4,0
11,3,1
12,3,1
13,4,0
14,4,0
15,4,0
16,2,2
17,0,4
18,2,1
19,4,0
20,2,2
21,4,0
22,4,0
23,4,0
24,3,1
25,2,2
26,3,1
27,4,0
28,4,0
29,1,3
30,4,0
31,4,0
32,4,0
33,2,2
34,2,2
35,1,3
36,4,0
37,2,2
38,1,3
39,3,1
40,2,2
41,4,0
42,2,2
43,2,2
44,4,0
45,3,1
46,3,1
47,3,1
48,3,1
49,1,3
50,2,2
51,4,0
52,0,4
53,4,0
54,2,2
55,3,1
56,3,1
57,2,2
58,4,0
59,1,3
60,3,1
61,4,0
62,2,2
63,2,2
64,4,0
65,2,2
66,3,1
67,2,2
68,1,3
69,1,3
70,3,1
71,2,2
72,2,2
73,3,1
74,4,0
75,1,3
76,3,1
77,2,2
78,4,0
79,3,1
80,3,1
81,3,1
82,2,2
83,1,3
84,1,3
85,4,0
86,4,0
87,2,2
88,3,1
89,2,2
90,2,2
91,4,0
92,1,3
93,1,3
94,3,0
95,4,0
96,3,1
97,3,1
98,1,3
99,1,3
100,3,1
101,4,0
102,4,0
103,1,2
104,1,3
105,3,1
106,2,2
107,1,3
108,3,1
109,3,1
110,3,1
111,2,2
112,3,1
113,0,4
114,4,0
115,3,1
116,4,0
117,4,0
118,4,0
119,4,0
120,4,0
121,4,0
122,0,3
123,3,1
124,4,0
125,0,4
126,3,1
127,3,1
128,0,4
129,4,0
130,3,1
131,4,0
132,3,1
133,4,0
134,4,0
135,4,0
136,3,1
137,1,3
138,4,0
139,3,1
140,3,1
141,4,0
142,4,0
143,4,0
144,1,3
145,3,1
146,1,3
147,4,0
148,0,4
149,4,0
150,2,2
151,3,1
152,1,3
153,2,2
154,1,3
155,3,1
156,1,3
157,3,1
158,4,0
159,1,3
160,2,2
161,4,0
162,3,0
163,3,1
164,4,0
165,3,1
166,4,0
167,4,0
168,1,3
169,2,2
