Game Index,Bet Points Model 1,Bet Points Model 2
1,4,0
2,4,0
3,4,0
4,3,1
5,4,0
6,1,3
7,2,2
8,1,3
9,4,0
10,3,1
11,1,3
12,4,0
13,2,2
14,0,4
15,4,0
16,4,0
17,1,3
18,3,1
19,4,0
20,2,2
21,3,1
22,2,2
23,4,0
24,2,2
25,2,2
26,4,0
27,3,1
28,3,1
29,3,1
30,3,1
31,4,0
32,2,2
33,1,3
34,2,2
35,3,1
36,1,3
37,1,3
38,0,4
39,0,4
40,2,2
41,0,4
42,4,0
43,0,4
44,3,1
45,3,0
46,3,1
47,0,4
48,4,0
49,4,0
50,4,0
51,2,2
52,2,2
53,3,1
54,0,4
55,3,1
56,1,3
57,2,2
58,4,0
59,3,1
60,4,0
61,3,1
62,2,2
63,1,3
64,1,2
65,3,1
66,0,4
67,0,4
68,4,0
69,3,1
70,4,0
71,4,0
72,1,3
73,2,2
74,2,2
75,1,3
76,1,2
77,2,1
78,0,4
79,0,4
80,2,2
81,4,0
82,2,2
83,3,1
84,3,1
85,1,3
86,4,0
87,2,2
88,4,0
89,2,1
90,4,0
91,1,3
92,1,3
93,3,1
94,4,0
95,4,0
96,4,0
97,3,1
98,3,1
99,3,1
100,3,1
101,0,4
102,0,4
103,3,1
104,4,0
105,4,0
106,3,1
107,3,1
108,4,0
109,1,3
110,0,4
111,3,1
112,4,0
113,3,1
114,2,2
115,4,0
116,2,2
117,1,3
118,2,1
119,0,4
120,4,0
121,1,3
122,4,0
123,2,2
124,1,3
125,3,1
126,3,1
127,3,1
128,2,2
129,1,3
130,1,3
131,3,1
132,2,2
133,2,2
134,4,0
135,3,1
136,2,2
137,1,3
138,3,0
139,4,0
140,2,2
141,4,0
142,1,3
143,1,3
144,3,1
145,1,3
146,3,1
147,3,1
148,2,2
149,1,3
150,2,2
151,2,2
152,2,2
153,4,0
154,4,0
155,2,2
156,1,3
157,1,3
158,1,3
159,4,0
160,0,4
161,4,0
162,4,0
163,3,1
164,2,2
165,2,1
166,2,2
167,2,1
168,4,0
169,3,1
