Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,0,4
3,1,3
4,0,4
5,1,3
6,4,0
7,0,4
8,4,0
9,4,0
10,0,4
11,3,1
12,4,0
13,3,1
14,3,1
15,4,0
16,4,0
17,2,2
18,2,2
19,1,3
20,4,0
21,3,1
22,3,1
23,3,1
24,4,0
25,3,1
26,2,2
27,1,3
28,0,4
29,3,1
30,3,1
31,2,2
32,3,1
33,2,2
34,3,1
35,3,1
36,1,3
37,1,3
38,3,0
39,1,3
40,3,1
41,3,1
42,1,2
43,3,1
44,3,1
45,4,0
46,3,1
47,3,1
48,0,4
49,3,1
50,2,2
51,2,2
52,4,0
53,4,0
54,4,0
55,3,1
56,3,1
57,3,1
58,1,3
59,2,2
60,2,2
61,0,4
62,4,0
63,4,0
64,4,0
65,0,4
66,4,0
67,3,1
68,4,0
69,3,1
70,3,1
71,3,1
72,4,0
73,4,0
74,1,3
75,4,0
76,3,1
77,0,4
78,1,3
79,2,2
80,3,1
81,1,3
82,3,0
83,1,3
84,4,0
85,1,3
86,4,0
87,4,0
88,4,0
89,2,2
90,2,2
91,3,1
92,4,0
93,4,0
94,4,0
95,1,3
96,4,0
97,3,1
98,4,0
99,2,2
100,4,0
101,3,1
102,3,1
103,3,1
104,3,1
105,3,1
106,3,1
107,3,1
108,1,3
109,3,1
110,2,2
111,4,0
112,4,0
113,2,2
114,2,2
115,1,3
116,2,2
117,3,1
118,4,0
119,3,1
120,0,4
121,0,4
122,3,1
123,3,1
124,4,0
125,2,2
126,3,1
127,1,3
128,4,0
129,2,2
130,4,0
131,3,1
132,0,4
133,2,2
134,4,0
135,3,1
136,4,0
137,2,2
138,2,2
139,4,0
140,1,3
141,3,1
142,1,3
143,0,4
144,3,1
145,2,2
146,1,3
147,0,4
148,2,2
149,4,0
150,4,0
151,2,2
152,3,1
153,4,0
154,4,0
155,0,4
156,3,1
157,2,2
158,4,0
159,2,2
160,3,1
161,4,0
162,4,0
163,0,4
164,4,0
165,3,1
166,1,2
167,1,3
168,3,1
169,3,1
170,0,4
171,3,1
172,1,3
173,1,3
174,4,0
175,2,2
176,1,3
177,4,0
178,1,3
179,0,4
180,4,0
181,3,1
182,1,2
183,2,2
184,0,4
185,3,1
186,3,1
187,2,2
188,4,0
189,1,3
190,2,2
191,4,0
192,3,1
193,2,2
194,3,1
195,2,1
196,4,0
197,0,4
198,3,1
199,3,1
200,0,4
201,3,1
202,1,3
203,0,4
204,4,0
205,0,4
206,3,1
207,0,4
208,2,2
209,0,4
210,3,1
211,3,1
212,1,3
213,3,1
214,4,0
215,1,2
216,1,3
217,2,2
218,4,0
219,3,1
220,4,0
221,4,0
222,1,3
223,1,3
224,1,3
225,0,4
226,3,1
227,2,2
228,1,3
229,2,2
230,2,2
231,4,0
232,2,2
233,4,0
234,2,2
235,4,0
236,4,0
237,4,0
238,1,3
239,3,1
240,0,4
241,3,1
242,2,2
243,3,1
244,2,2
245,3,1
246,4,0
247,0,4
248,4,0
249,0,4
