Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,4,0
3,1,3
4,0,4
5,4,0
6,3,1
7,1,3
8,2,2
9,3,1
10,3,1
11,2,2
12,4,0
13,0,4
14,1,3
15,1,3
16,0,4
17,2,2
18,1,2
19,4,0
20,4,0
21,0,4
22,4,0
23,1,3
24,4,0
25,2,2
26,3,1
27,1,3
28,2,2
29,1,3
30,0,4
31,0,4
32,2,2
33,0,4
34,3,1
35,1,3
36,4,0
37,2,2
38,0,4
39,2,2
40,0,4
41,1,3
42,4,0
43,2,2
44,1,3
45,3,1
46,1,2
47,1,2
48,1,3
49,2,2
50,4,0
51,2,2
52,2,2
53,1,3
54,0,4
55,4,0
56,1,3
57,2,2
58,1,3
59,3,1
60,2,2
61,2,2
62,1,2
63,3,1
64,2,2
65,2,2
66,2,2
67,2,2
68,1,3
69,1,3
70,0,4
71,2,2
72,0,4
73,3,1
74,1,3
75,0,4
76,1,3
77,1,3
78,3,1
79,4,0
80,2,2
81,4,0
82,4,0
83,3,1
84,1,3
85,2,2
86,2,2
87,2,2
88,3,1
89,1,3
90,3,1
91,2,2
92,2,2
93,1,3
94,2,2
95,3,1
96,1,3
97,3,1
98,1,3
99,1,3
100,1,3
101,0,4
102,2,2
103,4,0
104,3,0
105,1,3
106,0,4
107,3,1
108,0,4
109,0,4
110,2,2
111,1,3
112,3,1
113,3,1
114,4,0
115,1,3
116,2,2
117,4,0
118,4,0
119,1,3
120,0,4
121,1,3
122,4,0
123,4,0
124,4,0
125,4,0
126,3,1
127,2,2
128,1,3
129,4,0
130,3,1
131,1,3
132,0,4
133,4,0
134,2,2
135,0,4
136,0,4
137,4,0
138,1,3
139,4,0
140,1,3
141,2,2
142,4,0
143,1,3
144,4,0
145,1,3
146,4,0
147,4,0
148,0,4
149,2,2
150,1,3
151,3,1
152,0,4
153,1,2
154,2,2
155,1,3
156,3,1
157,3,1
158,1,3
159,1,3
160,1,3
161,0,3
162,0,4
163,1,3
164,1,3
165,3,1
166,3,1
167,2,2
168,4,0
169,0,4
170,3,1
171,3,1
172,1,3
173,1,3
174,4,0
175,2,2
176,2,2
177,4,0
178,0,4
179,1,3
180,3,1
181,1,3
182,0,4
183,2,2
184,1,3
185,3,1
186,4,0
187,1,3
188,0,4
189,2,2
190,2,2
191,0,4
192,2,2
193,3,1
194,3,1
195,1,3
196,3,1
197,1,3
198,3,1
199,2,2
200,2,2
201,2,2
202,4,0
203,1,3
204,2,2
205,2,1
206,1,3
207,3,1
208,4,0
209,0,4
210,3,1
211,2,2
212,2,2
213,1,3
214,3,1
215,3,1
216,0,4
217,3,1
218,2,2
219,1,3
220,1,3
221,2,2
222,3,1
223,3,1
224,1,3
225,1,3
226,1,3
227,3,1
228,0,4
229,3,1
230,2,2
231,1,3
232,0,4
233,2,2
234,1,3
235,3,1
236,4,0
237,3,1
238,3,1
239,0,4
240,1,3
241,0,4
242,0,4
243,2,2
244,2,2
245,1,3
246,3,1
247,0,4
248,4,0
249,1,3
250,1,3
251,3,1
252,4,0
253,1,3
254,3,1
255,0,3
256,3,1
257,1,3
258,4,0
259,3,1
260,2,2
261,0,4
262,4,0
263,4,0
264,1,3
265,4,0
266,1,3
267,1,3
268,4,0
269,1,3
270,1,3
271,2,2
272,1,3
273,2,2
274,1,3
275,0,4
276,0,4
277,2,2
278,1,3
279,2,2
280,1,3
281,2,2
282,3,1
