Game Index,Bet Points Model 1,Bet Points Model 2
1,0,4
2,4,0
3,3,1
4,3,1
5,2,2
6,4,0
7,0,4
8,2,2
9,4,0
10,4,0
11,0,4
12,0,4
13,1,3
14,2,2
15,0,4
16,0,4
17,4,0
18,3,1
19,2,2
20,2,2
21,4,0
22,2,1
23,4,0
24,2,2
25,0,4
26,1,3
27,1,3
28,0,4
29,4,0
30,4,0
31,3,1
32,0,4
33,1,3
34,3,1
35,2,2
36,2,2
37,4,0
38,0,4
39,2,2
40,3,1
41,4,0
42,1,3
43,3,0
44,2,2
45,1,3
46,3,1
47,0,4
48,1,3
49,4,0
50,4,0
51,3,1
52,1,3
53,1,3
54,2,2
55,1,3
56,2,2
57,0,3
58,1,3
59,4,0
60,2,2
61,1,3
62,1,3
63,2,2
64,2,2
65,2,2
66,3,1
67,0,4
68,0,4
69,3,1
70,2,1
71,2,2
72,2,1
73,3,1
74,2,2
75,1,2
76,3,1
77,0,4
78,0,4
79,4,0
80,0,4
81,2,2
82,2,2
83,0,4
84,1,3
85,0,4
86,4,0
87,1,3
88,3,0
89,2,2
90,4,0
91,2,2
92,3,1
93,0,4
94,4,0
95,1,3
96,0,4
97,3,1
98,2,2
99,2,2
100,1,3
101,3,1
102,0,4
103,4,0
104,3,1
105,1,3
106,3,1
107,4,0
108,3,1
109,1,3
110,1,3
111,1,3
112,2,2
113,0,4
114,1,2
115,1,3
116,0,3
117,1,2
118,0,4
119,3,1
120,2,2
121,0,4
122,0,4
123,2,2
124,3,1
125,1,3
126,0,4
127,1,2
128,3,1
129,2,2
130,2,2
131,4,0
132,4,0
133,2,2
134,2,2
135,0,4
136,3,1
137,1,3
138,3,1
139,2,2
140,0,4
141,4,0
142,4,0
143,1,3
144,2,2
145,3,1
146,4,0
147,4,0
148,1,3
149,2,2
150,4,0
151,3,1
152,2,2
153,2,2
154,0,3
155,4,0
156,3,1
157,4,0
158,3,1
159,3,1
160,0,4
161,1,3
162,4,0
163,3,1
164,2,2
165,0,4
166,3,1
167,0,4
168,2,2
169,1,3
170,3,0
171,1,3
172,1,3
173,1,3
174,3,1
175,3,1
176,0,3
177,2,2
178,2,2
179,1,3
180,1,3
181,2,2
182,4,0
183,2,2
184,4,0
185,0,4
186,3,1
187,0,4
188,2,2
189,3,1
190,2,2
191,1,3
192,4,0
193,3,1
194,0,4
