Game Index,Bet Points Model 1,Bet Points Model 2
1,3,1
2,1,3
3,1,3
4,0,4
5,3,0
6,0,4
7,1,3
8,2,2
9,0,4
10,4,0
11,0,4
12,2,2
13,0,4
14,1,3
15,1,3
16,0,4
17,0,3
18,3,1
19,1,2
20,1,3
21,3,1
22,2,2
23,2,2
24,1,3
25,0,4
26,0,4
27,0,4
28,0,4
29,1,3
30,3,1
31,2,2
32,1,2
33,4,0
34,3,1
35,3,1
36,0,4
37,2,2
38,1,3
39,0,4
40,0,4
41,2,2
42,0,4
43,2,2
44,0,4
45,1,3
46,2,2
47,2,2
48,4,0
49,0,3
50,0,4
51,2,2
52,1,3
53,2,2
54,0,4
55,0,4
56,2,2
57,1,3
58,4,0
59,4,0
60,1,3
61,1,3
62,4,0
63,4,0
64,3,1
65,0,4
66,0,4
67,0,4
68,0,4
69,2,2
70,0,4
71,1,3
72,1,3
73,2,2
74,0,4
75,0,4
76,4,0
77,1,3
78,2,2
79,2,2
80,1,3
81,1,3
82,1,3
83,4,0
84,1,3
85,4,0
86,1,3
87,1,3
88,2,2
89,1,3
90,1,3
91,2,2
92,2,2
93,0,4
94,2,2
95,0,4
96,1,3
97,2,2
98,1,3
99,2,2
100,3,1
101,2,2
102,1,3
103,2,2
104,3,1
105,3,1
106,2,2
107,3,1
108,1,3
109,1,3
110,2,2
111,0,4
112,2,2
113,1,3
114,0,4
115,2,2
116,3,1
117,1,3
118,0,4
119,3,1
120,1,3
121,0,4
122,3,1
123,3,1
124,4,0
125,2,2
126,4,0
127,1,3
128,0,4
129,0,4
130,1,3
131,0,4
132,4,0
133,0,4
134,1,3
135,3,1
136,3,1
137,0,4
138,2,2
139,1,3
140,1,3
141,3,1
142,0,4
143,0,4
144,2,2
145,0,4
146,1,2
147,1,3
148,2,2
149,3,1
150,0,4
151,1,3
152,2,2
153,1,3
154,2,2
155,3,1
156,0,4
157,1,3
158,1,3
159,1,3
160,0,4
161,2,2
162,3,1
163,1,3
164,3,1
165,0,4
166,2,2
167,2,2
168,2,2
169,2,2
170,1,3
171,3,1
172,0,3
173,1,3
174,1,3
175,1,3
176,0,4
177,0,4
178,4,0
179,2,2
180,0,4
181,1,3
182,0,4
183,1,3
184,1,3
185,0,4
186,0,4
187,0,4
188,2,2
189,0,3
190,3,1
191,0,4
192,2,2
193,1,3
194,2,2
195,4,0
196,2,2
197,3,1
198,2,2
199,0,4
200,1,3
201,0,4
202,0,4
203,2,2
204,4,0
205,2,2
206,2,2
207,3,1
208,1,3
209,1,3
210,0,4
211,0,4
212,1,2
213,3,1
214,0,4
215,0,4
216,1,3
217,1,3
218,2,2
219,0,4
220,2,2
221,1,3
222,3,1
223,3,1
224,0,4
225,1,3
226,0,4
227,2,2
228,0,4
229,2,2
230,2,2
231,1,3
232,3,1
233,4,0
234,0,4
235,3,1
236,1,3
237,0,4
238,3,1
239,1,3
240,0,4
241,4,0
242,1,3
243,0,4
244,0,4
245,1,3
246,0,4
247,1,3
248,0,4
249,0,4
250,0,4
251,4,0
252,1,3
253,1,3
254,4,0
255,2,2
256,0,4
257,2,1
258,0,4
259,3,1
260,4,0
261,2,2
262,1,3
263,0,4
264,3,1
265,1,3
266,3,1
267,2,2
268,1,3
269,2,2
270,3,1
271,3,1
272,3,1
273,3,1
274,3,1
275,4,0
276,2,2
277,1,3
278,2,2
279,3,1
280,1,3
281,1,3
282,1,2
283,1,3
284,3,1
285,3,1
286,0,4
287,0,4
288,3,1
289,1,3
290,3,1
291,2,2
292,2,2
293,0,4
294,0,3
295,0,4
296,2,2
297,2,2
298,1,3
299,2,2
300,2,2
301,4,0
302,1,3
303,0,4
304,2,2
305,3,1
306,3,1
307,2,2
308,3,0
309,0,4
310,3,1
311,3,1
312,2,2
313,1,3
314,1,3
315,3,0
316,1,3
317,0,4
318,1,3
319,0,4
320,1,3
321,1,3
322,0,4
323,3,1
324,1,3
325,1,3
326,0,4
327,1,3
328,1,3
329,0,4
330,4,0
331,1,3
332,2,2
333,2,2
334,2,2
335,0,4
336,1,3
337,1,2
338,3,1
339,2,2
340,1,3
341,4,0
342,4,0
343,0,4
344,1,3
345,2,2
346,0,4
347,3,1
348,2,2
349,1,3
350,3,1
351,0,4
352,2,2
353,0,4
354,0,4
355,2,2
356,3,1
357,0,4
358,0,4
359,2,2
360,1,3
361,1,3
362,2,2
363,2,2
364,3,1
365,2,2
366,3,1
367,0,4
368,2,2
369,1,3
370,1,3
371,2,2
372,1,3
373,1,3
374,1,3
375,2,2
376,0,4
377,1,3
378,2,2
379,0,4
380,0,4
381,0,4
382,2,2
383,2,2
384,3,1
385,0,4
386,1,3
387,3,1
388,1,3
389,4,0
390,4,0
391,1,3
392,3,1
393,0,4
394,1,3
395,0,4
396,2,2
397,0,4
398,0,4
399,0,4
400,4,0
401,2,1
402,0,3
403,2,2
404,0,4
405,2,2
406,2,2
407,3,1
408,4,0
409,1,3
410,3,1
411,0,4
412,1,3
413,0,4
414,0,4
415,4,0
416,1,3
417,2,2
418,2,2
419,2,2
420,2,2
421,2,2
422,1,3
423,1,3
424,2,2
425,3,1
426,3,1
427,0,4
428,3,1
429,1,3
430,3,1
431,3,1
432,0,4
433,0,4
434,2,2
435,2,2
436,1,3
437,2,2
438,3,1
439,1,3
440,1,3
441,0,4
442,0,4
443,4,0
444,0,4
445,4,0
446,2,2
447,1,3
448,0,4
449,1,3
450,0,4
451,1,3
452,2,2
453,4,0
454,0,4
455,0,4
456,4,0
457,2,2
458,1,3
459,1,3
460,2,2
461,1,3
462,0,4
463,2,2
464,0,4
465,1,3
466,2,2
467,1,3
468,0,4
469,2,2
470,1,3
471,4,0
472,0,4
473,3,1
474,0,4
475,0,4
476,0,4
477,0,4
478,4,0
479,0,4
480,0,4
481,1,3
482,1,3
483,3,1
484,3,1
485,3,1
486,4,0
487,4,0
488,2,2
489,1,3
490,3,1
491,0,4
492,0,4
493,1,3
494,2,2
495,0,4
496,1,3
497,2,2
498,0,4
499,1,3
500,3,1
501,1,3
502,1,3
503,4,0
504,1,3
505,0,4
506,0,4
507,0,4
508,1,3
509,1,3
510,1,3
511,0,4
512,1,3
513,2,2
514,3,1
515,3,1
516,1,3
517,2,2
518,1,3
519,2,2
520,1,3
521,3,1
522,0,4
523,1,3
524,1,3
525,4,0
526,1,3
527,2,2
528,0,4
529,4,0
530,3,1
531,4,0
532,1,3
533,1,3
534,3,1
535,1,3
536,2,2
537,1,3
538,3,1
539,1,3
540,0,4
541,2,2
542,1,2
543,0,4
544,4,0
545,2,2
546,0,4
547,3,1
548,2,2
549,1,3
550,2,2
551,4,0
552,0,4
553,3,1
554,2,2
555,1,3
556,2,2
557,0,4
558,1,3
559,4,0
560,1,3
561,1,3
562,2,2
563,1,3
564,4,0
565,2,2
566,1,3
567,2,2
568,0,4
569,3,1
570,0,4
571,0,4
572,0,4
573,1,3
574,1,3
575,0,4
576,0,4
577,2,2
578,4,0
579,2,2
580,1,3
581,0,4
582,3,1
583,3,1
584,1,3
585,1,3
586,0,4
587,4,0
588,0,4
589,0,4
590,2,2
591,3,1
592,0,3
593,0,4
594,0,4
595,1,3
596,2,2
597,2,2
598,1,3
599,2,2
600,0,4
601,2,2
602,3,1
603,0,4
604,4,0
605,2,2
606,3,1
607,2,2
608,4,0
609,1,3
610,2,1
611,0,4
612,2,2
613,2,2
614,3,1
615,3,1
616,1,3
617,0,4
618,0,4
619,2,2
620,2,2
621,2,2
622,2,2
623,2,2
624,1,3
625,3,1
626,1,3
627,4,0
628,4,0
629,1,3
630,1,3
631,4,0
632,2,2
633,1,3
634,1,3
635,4,0
636,3,1
637,1,3
638,0,4
639,0,4
640,0,4
641,1,3
642,0,4
643,2,2
644,1,3
645,2,2
646,1,3
647,3,1
648,0,4
649,2,2
650,1,3
651,0,4
652,1,3
653,3,1
654,1,3
655,2,2
656,1,3
657,4,0
658,0,4
659,2,2
660,4,0
661,1,3
662,2,2
663,3,1
664,2,2
665,0,4
666,3,1
667,2,2
668,0,4
669,1,3
670,1,3
671,3,1
672,4,0
673,3,1
674,2,2
675,4,0
676,0,4
677,3,0
678,1,3
679,2,2
680,4,0
681,1,3
682,1,3
683,4,0
684,2,2
685,1,3
686,4,0
687,1,3
688,2,2
689,2,2
690,3,1
691,3,0
692,0,4
693,3,1
694,2,2
695,3,1
696,2,2
697,3,1
698,2,2
699,2,2
700,1,3
701,2,2
702,4,0
703,0,4
704,2,2
705,1,3
706,1,3
707,2,2
708,0,4
709,0,4
710,1,3
711,1,3
712,0,4
713,0,4
714,1,3
715,0,4
716,3,1
717,1,3
718,1,3
719,2,2
720,1,3
721,0,4
722,4,0
723,1,3
724,0,4
725,1,2
726,1,3
727,1,2
728,0,4
729,2,2
730,3,1
731,2,2
732,2,2
733,0,4
734,3,1
735,0,4
736,3,1
737,0,4
738,2,2
739,0,4
740,1,3
741,0,4
742,4,0
743,1,3
744,2,2
745,2,2
746,0,4
747,1,3
748,3,1
749,0,4
750,2,2
751,3,1
752,1,3
753,0,4
754,2,2
755,0,4
756,3,1
757,1,3
758,0,4
759,1,3
760,2,2
761,2,2
